id,name,match_key,other_printed_names,printed_name_variants,roles,documents,first_document,first_page,name_read_from_interleaved_layout,contracts_won,total_contract_value_taka,contracts_with_no_value_printed,first_award_date,last_award_date,tender_ids,procuring_entities,procuring_entity_count,agencies,districts,addresses_printed,tenderer_ids_printed,beneficial_owners_declared
co0095,SSL- Convoy JV (Joint Venture),SSL CONVOY JV JOINT VENTURE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1225895.pdf,1,,1,82538882.71,0,2026-04-26,2026-04-26,1225895,Gulshan-Banani-Baridhara Lake Development Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Planners Tower (16th Floor) 13/A, Bipanan C/A, Sonargaon Road, Dhaka-1000.",1224243,3
co0096,M/S. Dawn Corporation,DAWN CORPORATION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1225896.pdf,1,,1,83872613.906,0,2026-04-26,2026-04-26,1225896,Gulshan-Banani-Baridhara Lake Development Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"10 North Mugdha ( 7th Floor), P.S. Mugdha, Dhaka-1214",1006051,1
co0097,B & S ENGINEERING,B S ENGINEERING,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1231413.pdf,1,,1,2054979.681,0,2026-05-05,2026-05-05,1231413,Management Information System (MIS),1,Chittagong Development Authority,Chattogram,"Plot No.: 87, B, N, S, Center, Sector: 07, Uttara, Dhaka-1230, Bangladesh.",1109887,1
co0098,MAA Enterprise,MAA ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1234511.pdf,1,,1,4628900,0,2026-04-02,2026-04-02,1234511,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"Hetem Khan, Boalia, Rajshahi City Corporation, Rajshahi",1068523,1
co0099,"MSE-KCL (JV) ( JVCA Partners [Business Share]: M/S. SUMA ENGINEERS [0.000%] , Kabico Limited [0.000%] )",MSE KCL JV JVCA PARTNERS BUSINESS SHARE M S SUMA ENGINEERS 0 000 KABICO LIMITED 0 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_124055.pdf,1,,1,52530500.002,0,2017-11-15,2017-11-15,124055,Office of the Project Director (KDA Rest House Project-Khulna),1,Khulna Development Authority (KDA),Khulna,"Plot # 55, Road # 150, Housing Estate, Khalishpur, Khulna-9000",,0
co0100,Daffodil Electric Company,DAFFODIL ELECTRIC COMPANY,,1,contract awarded,3,Contract_Awards_PDFs/Tender_125042.pdf,1,,3,97451438.87,0,2017-12-07,2024-01-23,125042;125294;888828,office of the Chief Engineer ( Project & Design) | Office of the Superintending Engineer (Electrical),2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Kazi Tower, Flat 6B, 86, Inner Circular VIP Road Naya Paltan, Dhaka-1000.",,0
co0101,CAR RENT. COM BD,CAR RENT COM BD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1251756.pdf,1,,1,2294100,0,2026-05-12,2026-05-12,1251756,"Office of the Chief Engineer, Gazipur Development Authority",1,Gazipur Development Authority,Gazipur,"Cha- 90/A, Pragati Sharani, Badda, Dhaka-1212",1190183,1
co0102,GREONY CORPORATION,GREONY CORPORATION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1251766.pdf,1,,1,1587600,0,2026-05-12,2026-05-12,1251766,"Office of the Chief Engineer, Gazipur Development Authority",1,Gazipur Development Authority,Gazipur,"56, Eastern Trade Centre, Purana Paltan Lane, VIP Road, Paltan, Dhaka 1000",1210318,1
co0103,Creative Engineering & Technology,CREATIVE ENGINEERING TECHNOLOGY,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1253316.pdf,1,,2,3619008,0,2026-05-24,2026-05-29,1253316;1253428,"Planning Section, Gazipur Development Authority | Office of the Member,Administration and Finance Department, Gazipur Development Authority",2,Gazipur Development Authority,Gazipur,"295, Holylane Road, Shayamoli, Adabor, Dhaka-1207.",1093414,2
co0104,FURNITURE SOLUTION & INTERIOR,FURNITURE SOLUTION INTERIOR,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1257073.pdf,1,,1,305100,0,2026-05-06,2026-05-06,1257073,"Admin and Finance Section, Gazipur Development Authority",1,Gazipur Development Authority,Gazipur,"33/15 Johuri Mohollah, Babar Road, Mohammadpur, Dhaka-1207",1127738,2
co0105,"Mir Habibul Alam & Starlite Services Ltd & M/s. Udayn Builders JV ( JVCA Partners [Business Share]: Mir Habibul Alam [0.000%] , M/S Udayan Builders [0.000%] , Starlite Services Limited [0.000%] )",MIR HABIBUL ALAM STARLITE SERVICES LTD M S UDAYN BUILDERS JV JVCA PARTNERS BUSINESS SHARE MIR HABIBUL ALAM 0 000 M S UDAYAN BUILDERS 0 000 STARLITE SERVICES LIMITED 0 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_125874.pdf,1,,1,78653933.892,0,2018-01-21,2018-01-21,125874,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Block - B (5th floor), Dhaka Trade Center, 99, Kawran Bazar Dhaka",,0
co0106,"Convoy Service-M/S Paradise Traders-Moshiur Rahman Chowdhury JV ( JVCA Partners [Business Share]: M/S Paradise Traders [0.000%] , CONVOY SERVICE [0.000%] , Moshiur Rahman Chowdhury [0.000%] )",CONVOY SERVICE M S PARADISE TRADERS MOSHIUR RAHMAN CHOWDHURY JV JVCA PARTNERS BUSINESS SHARE M S PARADISE TRADERS 0 000 CONVOY SERVICE 0 000 MOSHIUR RAHMAN CHOWDHURY 0 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_125877.pdf,1,,1,56752529.868,0,2018-01-15,2018-01-15,125877,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House # 7, Road # 19/A, Sector # 4, Uttara, Dhaka-1230, Bangladesh",,0
co0107,BROTHER'S SECURITY & SUPPLY CHAIN,BROTHER S SECURITY SUPPLY CHAIN,,1,contract awarded,3,Contract_Awards_PDFs/Tender_1261854.pdf,1,,3,2119368.25,0,2026-05-20,2026-06-04,1261854;1261983;1262256,"Office of the Chief Engineer, Gazipur Development Authority | Planning Section, Gazipur Development Authority | Office of the Member,Administration and Finance Department, Gazipur Development Authority",3,Gazipur Development Authority,Gazipur,"762 Asma Monjil, West Shewrapara, Mirpur, Dhaka-1216.",1176260,3
co0108,Fatema Construction BD,FATEMA CONSTRUCTION BD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1267626.pdf,1,,1,579500,0,2026-06-25,2026-06-25,1267626,Management Information System (MIS),1,Chittagong Development Authority,Chattogram,"Pahartali Railway School Moor, Pahartali, Khulshi, Chattogram-4202",1187489,1
co0109,M/S. Maliha Enterprise,MALIHA ENTERPRISE,,1,contract awarded,9,Contract_Awards_PDFs/Tender_134910.pdf,1,,9,61452070.801,0,2020-01-14,2024-09-17,134910;661888;690870;755479;870252;870258;887589;957255;969822,office of the Chief Engineer ( Project & Design) | Superintending Engineer (Civil Circle-4) | Superintending Engineer (Civil Circle-1) | Office of the Superintending Engineer (Mechanical) | Purbachal New Town Project | Office of the Superintending Engineer (Electrical),6,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"8, Layal Street, Patuatuli Road, Kotoali, Dhaka.",,0
co0110,M/s. Halim Enterprise.,HALIM ENTERPRISE,,1,contract awarded,3,Contract_Awards_PDFs/Tender_144571.pdf,1,,3,5443655.027,0,2018-05-22,2020-01-14,144571;214561;329551,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"9 Nawab Street, Nawab Tower,Flat # B/C (1st floor ), Wari, Dhaka.",,0
co0111,Dulal Enterprise (Pvt) Ltd.,DULAL ENTERPRISE PVT LTD,,1,contract awarded,5,Contract_Awards_PDFs/Tender_146376.pdf,1,,5,50319001.673,0,2018-04-30,2020-10-18,146376;146377;146380;146381;409461,office of the Chief Engineer ( Project & Design) | Electrical & Mechanical Engineering (EME),2,Rajdhani Unnayan Kartripakkha (RAJUK) | Chittagong Development Authority,Dhaka;Chattogram,"House # 01(2nd Floor), Road # 06, Sector # 01, Uttara Commercial Area, Dhaka-1230.",,0
co0112,Quality Powertec Engineering Ltd.,QUALITY POWERTEC ENGINEERING LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_149105.pdf,1,,1,26472001.364,0,2018-04-30,2018-04-30,149105,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"476/C, DIT Road (4th Floor) Malibagh Dhaka-1219",,0
co0113,M/S. Brothers Construction,BROTHERS CONSTRUCTION,,1,contract awarded,3,Contract_Awards_PDFs/Tender_149115.pdf,1,,3,39828002.046,0,2018-04-30,2018-04-30,149115;149117;149118,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House No: 409, Sagorpara, P.O: Ghoramara, P.S: Boalia, Dist: Rajshahi",,0
co0114,Toma Construction & Co. Limited,TOMA CONSTRUCTION CO LIMITED,,1,contract awarded,4,Contract_Awards_PDFs/Tender_149365.pdf,1,,4,670796001.945,0,2018-05-17,2020-01-27,149365;209938;209939;366041,Office of Chief Engineer | Office of the Chief Engineer (Implementation),2,Khulna Development Authority (KDA) | Rajdhani Unnayan Kartripakkha (RAJUK),Khulna;Dhaka,"Toma Tower, 77/1 Bir Uttam Samsul Alam Sarak, Kakrail, Ramna, Dhaka",,0
co0115,OptiNet,OPTINET,,1,contract awarded,1,Contract_Awards_PDFs/Tender_15000.pdf,1,,1,280119.679,0,2015-02-26,2015-02-26,15000,"Grid Maintenance Division, Comilla",1,Power Grid Company of Bangladesh Ltd. (PGCB),Comilla,"33, Kazi Nazrul islam avenue, Hafiz Mansion(2nd floor), Kawran Bazar, Dhaka-1215.",,0
co0116,Rafiq Construction Co. (Pvt.) Ltd.,RAFIQ CONSTRUCTION CO PVT LTD,,1,contract awarded,2,Contract_Awards_PDFs/Tender_151177.pdf,1,,2,124301906.271,0,2018-04-18,2021-10-21,151177;595833,Office of the Chief Engineer (Implementation) | Uttara 3rd Phase Project,2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,18/1 Nayapaltan Dhaka-1000,,0
co0117,M/S. SHAFIQUE TRADERS,SHAFIQUE TRADERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_159826.pdf,1,,1,2575159.201,0,2018-03-15,2018-03-15,159826,"Office of the Executive Engineer, LGED, Pabna",1,Local Government Engineering Department (LGED),Pabna,"Khairul Tower, (3rd Floor) M.M Ali Road, Shibrampur, Pabna-6600.",,0
co0118,M/S. Sany Construction,SANY CONSTRUCTION,,1,contract awarded,15,Contract_Awards_PDFs/Tender_162060.pdf,1,,15,62615575.8,0,2018-05-06,2019-07-28,162060;199368;236241;236242;248616;248617;248618;248619;248621;248622;248623;248625;248630;248631;248633,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"123 Kakrail, Dhaka-1000",,0
co0119,"Fire Trade - M/s Khandaker Shahin Ahmed JV ( JVCA Partners [Business Share]: M/S. Khandaker Shahin Ahmed [0.000%] , Fire Trade [0.000%] )",FIRE TRADE M S KHANDAKER SHAHIN AHMED JV JVCA PARTNERS BUSINESS SHARE M S KHANDAKER SHAHIN AHMED 0 000 FIRE TRADE 0 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_162590.pdf,1,,1,12293260.2,0,2018-05-06,2018-05-06,162590,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Akram Tower (4th floor ),Room No: 504, 199 Shahid Sayed Nazrul Islam Sawrani, Bijoynagar, Dhaka- 1000.Ph:+88028392391",,0
co0120,Pacific Motors Limited,PACIFIC MOTORS LIMITED,,1,contract awarded,2,Contract_Awards_PDFs/Tender_164878.pdf,1,,2,81195000.015,0,2018-05-09,2018-05-09,164878;174037,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Pacific Motors Limited 206/1-207/1, Bir Uttam Mir Shawkat Sarak, Tejgaon Industrial Area, Dhaka-1208, Bangladesh.",,0
co0121,M/S Oshin Enterprise,OSHIN ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_168749.pdf,1,,1,1367468.163,0,2018-03-24,2018-03-24,168749,"Office of the Executive Engineer, LGED, Barisal",1,Local Government Engineering Department (LGED),Barisal,"M/S Oshin Enterprise Pro: Shakel Ahamed Polash Srinath Chaterjilane ,Kalibari Road ,Barisal",,0
co0122,Silver Sun Electronics,SILVER SUN ELECTRONICS,,1,contract awarded,4,Contract_Awards_PDFs/Tender_169223.pdf,1,,4,2973255.769,0,2018-07-24,2022-03-27,169223;260451;260513;622637,office of the Chief Engineer ( Project & Design) | Office of the Superintending Engineer (Electrical),2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Room # 09, Ground Floor, Electric Plaza, Tropicana Tower, 218, shahid Seyad Nazrul Islam Sharani, Old 45, Topkhana Road, Purana Paltan, Dhaka-1000.",,0
co0123,M/S Nur Enterprise,NUR ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_171570.pdf,1,,1,2283984,0,2018-07-24,2018-07-24,171570,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"99,Karim Chember,7th floor, Room no-702,Motijheel C/A, Dhaka-1000.",,0
co0124,Sherpa Power Engineering Ltd.,SHERPA POWER ENGINEERING LTD,,1,contract awarded,7,Contract_Awards_PDFs/Tender_174670.pdf,1,,7,37494447.718,0,2018-10-15,2018-10-15,174670;174671;174673;174674;174678;174680;198193,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary Contact:+88017-09380850,+88018-33010136",,0
co0125,Superstar Renweable Energy Ltd (SSG Solar),SUPERSTAR RENWEABLE ENERGY LTD SSG SOLAR,,1,contract awarded,1,Contract_Awards_PDFs/Tender_174677.pdf,1,,1,5063600.572,0,2018-11-18,2018-11-18,174677,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"SSG Center (3rd Floor), Nabosrista Plot No.: 1/A, Tejgaon I/A, Dhaka",,0
co0126,Domestic Power & Engineering,DOMESTIC POWER ENGINEERING,,1,contract awarded,1,Contract_Awards_PDFs/Tender_174700.pdf,1,,1,13951494.999,0,2018-08-05,2018-08-05,174700,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"8/A,-8/B, Nilkhet, Babupura, Gausul Azam Super Market, Dhaka.",,0
co0127,M/S Razin International,RAZIN INTERNATIONAL,,1,contract awarded,2,Contract_Awards_PDFs/Tender_174705.pdf,1,,2,26226235.62,0,2018-07-25,2019-07-22,174705;339042,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"M/S Razin International 63/C, Lake Circus, Kalabagan, Dhanmondi, Dhaka-1205, Phone-9614672, Cell-01711079979, 01729292988",,0
co0128,M/S Britto Construction,BRITTO CONSTRUCTION,,1,contract awarded,2,Contract_Awards_PDFs/Tender_174710.pdf,1,,2,16256707.228,0,2018-07-31,2022-12-21,174710;710843,Office of the Chief Engineer (Implementation) | Superintending Engineer (Civil Circle-4),2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"125, Romna Century Avenue Boro Mog Bazar, Dhaka-1217",,0
