tender_id,award_file,award_pages,award_template,award_ministry,award_ministry_id,award_agency,award_agency_id,award_procuring_entity,award_procuring_entity_id,award_procuring_entity_code,award_district,award_for,award_method,award_source_of_funds,award_development_partner,award_project,award_project_id,award_invitation_ref,award_package_no,award_package_name,contract_no,contract_description,work_location,winner,winner_id,winner_page,winner_location,winner_tenderer_id,contract_value_taka,contract_value_original,advertised_date,noa_date,signed_date,work_start_date,work_completion_date,tenders_sold,tenders_received,tenders_responsive,bid_counts_printed,performance_security_on_time,contract_signed_on_time,award_officer,award_officer_id,award_officer_designation,beneficial_owners
149117,Contract_Awards_PDFs/Tender_149117.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAPE/M/2016-2017/S/09,GD/UAPE/M/2016-2017/S/09,Supply Installation Testing & Commissioning of 2Nos 800 KVA 11/0.415kv 50Hz Electric Sub-Station for the building No- 13A & 13B under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18 Of Uttara Model Town 3rd Phase Dhaka.,GD/UAPE/M/2016-2017/S/09,"Supply, Installation, Testing & Commissioning of 2Nos 800 KVA, 11/0.415kv 50Hz Electric Sub-Station for the building No- 13A & 13B under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18 Of Uttara, Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,M/S. Brothers Construction,co0113,1,"House No: 409, Sagorpara, P.O: Ghoramara, P.S: Boalia, Dist: Rajshahi",,13276000.682,13276000.682,2018-01-01,2018-04-30,2018-08-30,2018-02-15,2018-04-15,7,4,2,yes,yes,no,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",0
149118,Contract_Awards_PDFs/Tender_149118.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAPE/M/2016-2017/S/10,GD/UAPE/M/2016-2017/S/10,Supply Installation Testing & Commissioning of 2Nos 800 KVA 11/0.415kv 50Hz Electric Sub-Station for the building No- 13C & 13D under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18 Of Uttara Model Town 3rd Phase Dhaka.,GD/UAPE/M/2016-2017/S/10,"Supply, Installation, Testing & Commissioning of 2Nos 800 KVA, 11/0.415kv 50Hz Electric Sub-Station for the building No- 13C & 13D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18 Of Uttara, Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,M/S. Brothers Construction,co0113,1,"House No: 409, Sagorpara, P.O: Ghoramara, P.S: Boalia, Dist: Rajshahi",,13276000.682,13276000.682,2018-01-01,2018-04-30,2018-08-30,2018-02-15,2018-04-15,6,4,3,yes,yes,no,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",0
149365,Contract_Awards_PDFs/Tender_149365.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Khulna Development Authority (KDA),og0016,Office of Chief Engineer,og0045,,Khulna,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,e-GP/01/KDA/Khulna/2017-2018,Land Development WD-01,Land Development Of Ahanabad Residential Area under KDA Khulna during the year 2017-2018.,e-GP/01/KDA/Khulna/2017-2018 (ID No. 149365),"Land Development Of Ahanabad Residential Area under KDA, Khulna during the year 2017-2018.",Land Development Of Ahanabad Residential Area,Toma Construction & Co. Limited,co0114,1,"Toma Tower, 77/1 Bir Uttam Samsul Alam Sarak, Kakrail, Ramna, Dhaka",,222729274.8,222729274.800,2017-12-27,2018-05-17,2018-05-29,2018-03-14,2018-09-10,10,6,2,yes,yes,yes,Kazi Md. Sabirul Alam,pp0085,Chief Engineer,0
15000,Contract_Awards_PDFs/Tender_15000.pdf,1,supplier,Power Division,og0046,Power Grid Company of Bangladesh Ltd. (PGCB),og0047,"Grid Maintenance Division, Comilla",og0048,014,Comilla,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,PGCB/GMD/Com/Ac-2/14/2187 Dated 24/11/14,eT:gmd/com/com(n)ss/14/03,"4 nos IP based security surveillance system camera supply and commissioning at Comilla (N) 230 kv Grid Substation under GMD, Comilla.",PGCB/Grid/com/Ac-3/15/211 dated 26/02/15,"4 nos IP based security surveillance system camera supply and commissioning at Comilla (N) 230 kv Grid Substation under GMD, Comilla.",Comilla,OptiNet,co0115,1,"33, Kazi Nazrul islam avenue, Hafiz Mansion(2nd floor), Kawran Bazar, Dhaka-1215.",,280119.679,280119.679,2014-12-01,2015-02-26,2015-03-11,2015-01-04,2015-01-25,3,2,2,yes,yes,yes,Mir Abul Kashem,pp0086,Executive Engineer,0
151177,Contract_Awards_PDFs/Tender_151177.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Works,OTM,Own Fund Own fund,NA,Gulshan-Banani-Baridhara Lake Development,pr0039,Rajuk/Pd_lake/04,Rajuk/Pd_lake/04,Construction of 50 mm DBS with ancillary works at Lake Drive Road at the East bank of Gulshan-Baridhara Lake from Gulshan-Badda Link Road to Morium Tower-2.,Rajuk/Pd_lake/04,Construction of 50 mm DBS with ancillary works at Lake Drive Road at the East bank of Gulshan-Baridhara Lake from Gulshan-Badda Link Road to Morium Tower-2.,Gulshan-Badda Link Road to Morium Tower,Rafiq Construction Co. (Pvt.) Ltd.,co0116,1,18/1 Nayapaltan Dhaka-1000,,12557304.801,12557304.801,2018-01-14,2018-04-18,2018-05-16,2018-03-01,2018-04-30,7,6,3,yes,yes,yes,Md. Anwar Hossain,pp0025,"Chief Engineer, Implementation",0
159826,Contract_Awards_PDFs/Tender_159826.pdf,1,supplier,Local Government Division,og0027,Local Government Engineering Department (LGED),og0028,"Office of the Executive Engineer, LGED, Pabna",og0049,,Pabna,Works,OTM,Development Government,NA,Greater Pabna & Bogra District Rural Infrastructures Development Project,pr0046,APP ID NO-86001,GPBRIDP/RD-232,Improvement of Miapur UZR H/O Kader-Dhatalpur Khetupara road at Ch.1430m-1930m under Santhia Upazila District Pabna Road ID-176725062,GPBRIDP/RD-232,"Improvement of Miapur UZR H/O Kader-Dhatalpur Khetupara road at (Ch.1430m-1930m) under Santhia Upazila, District : Pabna [Road ID-176725062]",Santhia,M/S. SHAFIQUE TRADERS,co0117,1,"Khairul Tower, (3rd Floor) M.M Ali Road, Shibrampur, Pabna-6600.",,2575159.201,2575159.201,2018-02-04,2018-03-15,2018-04-08,2018-02-25,2018-06-25,6,6,6,yes,yes,yes,Md. Rezaul Karim,pp0087,Executive Engineer,0
162060,Contract_Awards_PDFs/Tender_162060.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Works,OTM,Own Fund Own fund,NA,Residents for Rajuk Officer and Staff,pr0047,Rajuk/Electrical-01/18/w-4,Rajuk/Electrical-1/20,Internal and External Electrification of 14 storied with Basement-1 Rajuk Officers Quarters Building at Malibagh.,25.39.0000.063.07.018.17,Internal and External Electrification of 14 storied with (+ Basement-1) Rajuk Officers Quarters Building at Malibagh.,Malibagh Rajuk Officers Quarters,M/S. Sany Construction,co0118,1,"123 Kakrail, Dhaka-1000",,29369128.5,29369128.500,2018-02-15,2018-05-06,2018-05-28,2018-05-03,2018-07-31,4,3,3,yes,yes,yes,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",0
162590,Contract_Awards_PDFs/Tender_162590.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Works,OTM,Own Fund Own fund,NA,Residents for Rajuk Officer and Staff,pr0047,Rajuk/Electrical-01/18/w-5,Rajuk/Electrical-1/19,Supply Installation of Fire Hydrant System for 14th storied with Basement-1 Rajuk Officers Quarters building at Malibagh.,25.39.0000.063.07.026.17,"Supply, Installation of Fire Hydrant System for 14th storied (with Basement-1) Rajuk Officers Quarters building at Malibagh.",Malibagh Rajuk Officers Quarters,"Fire Trade - M/s Khandaker Shahin Ahmed JV ( JVCA Partners [Business Share]: M/S. Khandaker Shahin Ahmed [0.000%] , Fire Trade [0.000%] )",co0119,1,"Akram Tower (4th floor ),Room No: 504, 199 Shahid Sayed Nazrul Islam Sawrani, Bijoynagar, Dhaka- 1000.Ph:+88028392391",,12293260.2,12293260.200,2018-02-15,2018-05-06,2018-07-02,2018-05-03,2018-06-28,4,3,2,yes,yes,no,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",0
164878,Contract_Awards_PDFs/Tender_164878.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",og0050,,Dhaka,Goods,OTM,Development Aid or Grant,World Bank,Urban Resilience Project-RAJUK Part,pr0048,APP ID: 89768,URP/RAJUK/G-3-1,Procurement of Motor Vehicle for PIU of URPRAJUK-Phase1 i 1no 4WD Sports Utility Vehicle ii 4 nos Double Cabin 4WD Pick-up and iii 1 no Microbus,Contract No : G-2,Procurement of Motor Vehicle for PIU of URPRAJUK-Phase1 : i) 1no 4WD Sports Utility Vehicle ii) 4 nos Double Cabin 4WD Pick-up and iii) 1 no Microbus,Dhaka,Pacific Motors Limited,co0120,1,"Pacific Motors Limited 206/1-207/1, Bir Uttam Mir Shawkat Sarak, Tejgaon Industrial Area, Dhaka-1208, Bangladesh.",,32844000.006,32844000.006,2018-03-08,2018-05-09,2018-06-06,2018-04-19,2019-03-31,1,1,1,yes,yes,yes,Mr. Abdul Latif Helaly,pp0088,Project Director,0
168749,Contract_Awards_PDFs/Tender_168749.pdf,1,supplier,Local Government Division,og0027,Local Government Engineering Department (LGED),og0028,"Office of the Executive Engineer, LGED, Barisal",og0051,,Barisal,Works,OTM,Revenue Government,NA,NA,pr0003,APP ID: 89671,e-Tender/LGED/Bari/GOBM/17-18/W-51,Periodic Maintenance of Chorhogla Mosarraf Dr. House- H/O Ruhul Amin Master Laskarpur Road from Ch. 00m-1000m Mehendiganj Road Code 506625126,168749,Periodic Maintenance of Chorhogla Mosarraf Dr. House- H/O Ruhul Amin Master Laskarpur Road from Ch. 00m-1000m [Mehendiganj] [Road Code : 506625126],Mehendiganj,M/S Oshin Enterprise,co0121,1,"M/S Oshin Enterprise Pro: Shakel Ahamed Polash Srinath Chaterjilane ,Kalibari Road ,Barisal",,1367468.163,1367468.163,2018-02-22,2018-03-24,2018-04-02,2018-04-12,2018-06-12,2,2,2,yes,yes,yes,Molla Mizanur Rahman,pp0089,Executive Engineer,0
169223,Contract_Awards_PDFs/Tender_169223.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,"Computer, Office Accessories & Equipment Procurement",pr0049,Rajuk/Electrical-01/18/G-6,Rajuk/Electrical-1/14,Supply and Installation of CCTV Surveillance System inside & out Side of Rajuk Main & Annex Building and some important places of record room.,25.39.0000.063.07.004.17,Supply and Installation of CCTV Surveillance System inside & out Side of Rajuk Main & Annex Building and some important places of record room.,Rajuk Bhaban,Silver Sun Electronics,co0122,1,"Room # 09, Ground Floor, Electric Plaza, Tropicana Tower, 218, shahid Seyad Nazrul Islam Sharani, Old 45, Topkhana Road, Purana Paltan, Dhaka-1000.",,1430370.835,1430370.835,2018-03-08,2018-07-24,2018-09-30,2018-07-01,2018-08-30,9,5,1,yes,yes,no,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",0
171570,Contract_Awards_PDFs/Tender_171570.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Works,OTM,Development Government,NA,Integrated Development of Hatirjheel Area including Begunbari Khal.,pr0050,Rajuk/Electrical-01/18/w-7,Rajuk/electrical-1/18/w-7,Supply InstallationTesting & Commissioning of Additional Solar Power System of 15th Storied Apartment Building for Rehabilitation of affected House Owner of integrated Development Hatirjheel Project at Begunbari.Group- 1& 2 .,Rajuk/Electrical-01/18/w-7,Supply InstallationTesting & Commissioning of Additional Solar Power System of 15th Storied Apartment Building for Rehabilitation of affected House Owner of integrated Development Hatirjheel Project at Begunbari.Group- 1& 2 .,Hatirjheel,M/S Nur Enterprise,co0123,1,"99,Karim Chember,7th floor, Room no-702,Motijheel C/A, Dhaka-1000.",,2283984,2283984.000,2018-03-08,2018-07-24,2018-09-17,2018-05-03,2018-06-03,11,7,3,yes,yes,no,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",0
174037,Contract_Awards_PDFs/Tender_174037.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",og0050,,Dhaka,Goods,OTM,Development Aid or Grant,World Bank,Urban Resilience Project-RAJUK Part,pr0048,APP ID: 95841,URP/RAJUK/G-3-2,Procurement of Motor Vehicle for PIU of URP RAJUK-Phase2 i 1no 4WD Sports Utility Vehicle ii 5 nos Double Cabin 4WD Pick-up and iii 3 no Microbus,Contract No : G-1,Procurement of Motor Vehicle for PIU of URP RAJUK-Phase2 i 1no 4WD Sports Utility Vehicle ii 5 nos Double Cabin 4WD Pick-up and iii 3 no Microbus,Dhaka,Pacific Motors Limited,co0120,1,"Pacific Motors Limited 206/1-207/1, Bir Uttam Mir Shawkat Sarak, Tejgaon Industrial Area, Dhaka-1208, Bangladesh.",,48351000.009,48351000.009,2018-03-25,2018-05-09,2018-06-06,2018-05-01,2019-03-03,1,1,1,yes,yes,yes,Mr. Abdul Latif Helaly,pp0088,Project Director,0
174670,Contract_Awards_PDFs/Tender_174670.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAP/EM/2016-2017/Solar/09,GD/UAP/EM/2016-2017/Solar/09,Supply Installation Testing and Commissioning of Solar panel system for the Building No 1A 1B & 1C 1DB under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.,GD/UAP/EM/2016-2017/Solar/09,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 1A, 1B & 1C, 1DB under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,Sherpa Power Engineering Ltd.,co0124,1,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary Contact:+88017-09380850,+88018-33010136",,5767943.372,5767943.372,2018-05-27,2018-10-15,2018-11-12,2019-01-03,2019-02-17,9,8,7,yes,yes,yes,Md. Anwar Hossain,pp0025,"Chief Engineer, Project & Design",0
174671,Contract_Awards_PDFs/Tender_174671.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAP/EM/2016-2017/Solar/03,GD/UAP/EM/2016-2017/Solar/03,Supply Installation Testing and Commissioning of Solar panel system for the Building No 2A 2B & 2C 2D under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.,GD/UAP/EM/2016-2017/Solar/03,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 2A, 2B & 2C, 2D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,Sherpa Power Engineering Ltd.,co0124,1,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary Contact:+88017-09380850,+88018-33010136",,5767943.372,5767943.372,2018-05-27,2018-10-15,2018-11-12,2019-01-03,2019-02-14,8,7,7,yes,yes,yes,Md. Anwar Hossain,pp0025,"Chief Engineer, Project & Design",0
174673,Contract_Awards_PDFs/Tender_174673.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAP/EM/2016-2017/Solar/04,GD/UAP/EM/2016-2017/Solar/04,Supply Installation Testing and Commissioning of Solar panel system for the Building No 4A 4B & 4C 4D under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.,GD/UAP/EM/2016-2017/Solar/04,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 4A, 4B & 4C, 4D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,Sherpa Power Engineering Ltd.,co0124,1,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary Contact:+88017-09380850,+88018-33010136",,5767943.372,5767943.372,2018-05-27,2018-10-15,2018-11-12,2019-01-03,2019-02-14,8,7,7,yes,yes,yes,Md. Anwar Hossain,pp0025,"Chief Engineer, Project & Design",0
174674,Contract_Awards_PDFs/Tender_174674.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAP/EM/2016-2017/Solar/08,GD/UAP/EM/2016-2017/Solar/08,Supply Installation Testing and Commissioning of Solar panel system for the Building No 5A 5B & 5C 5D under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.,GD/UAP/EM/2016-2017/Solar/08,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 5A, 5B & 5C, 5D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,Sherpa Power Engineering Ltd.,co0124,1,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary Contact:+88017-09380850,+88018-33010136",,5767943.372,5767943.372,2018-05-27,2018-10-15,2018-11-12,2019-01-03,2019-02-14,7,6,6,yes,yes,yes,Md. Anwar Hossain,pp0025,"Chief Engineer, Project & Design",0
174677,Contract_Awards_PDFs/Tender_174677.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAP/EM/2016-2017/Solar/07,GD/UAP/EM/2016-2017/Solar/07,Supply Installation Testing and Commissioning of Solar panel system for the Building No 6A 6B & 6C 6D under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.,GD/UAP/EM/2016-2017/Solar/07,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 6A, 6B & 6C, 6D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,Superstar Renweable Energy Ltd (SSG Solar),co0125,1,"SSG Center (3rd Floor), Nabosrista Plot No.: 1/A, Tejgaon I/A, Dhaka",,5063600.572,5063600.572,2018-07-04,2018-11-18,2019-01-08,2018-08-15,2018-09-30,8,6,5,yes,yes,no,Md. Anwar Hossain,pp0025,"Chief Engineer, Project & Design",0
174678,Contract_Awards_PDFs/Tender_174678.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAP/EM/2016-2017/Solar/05,GD/UAP/EM/2016-2017/Solar/05,Supply Installation Testing and Commissioning of Solar panel system for the Building No 16A 16B & 16C 16D under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.,GD/UAP/EM/2016-2017/Solar/05,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 16A, 16B & 16C, 16D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,Sherpa Power Engineering Ltd.,co0124,1,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary Contact:+88017-09380850,+88018-33010136",,5767943.372,5767943.372,2018-05-27,2018-10-15,2018-11-12,2019-01-03,2019-02-14,8,6,6,yes,yes,yes,Md. Anwar Hossain,pp0025,"Chief Engineer, Project & Design",0
174680,Contract_Awards_PDFs/Tender_174680.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Goods,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,GD/UAP/EM/2016-2017/Solar/02,GD/UAP/EM/2016-2017/Solar/02,Supply Installation Testing and Commissioning of Solar panel system for the Building No 17A 17B & 17C 17D under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.,GD/UAP/EM/2016-2017/Solar/02,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 17A, 17B & 17C, 17D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,Sherpa Power Engineering Ltd.,co0124,1,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary Contact:+88017-09380850,+88018-33010136",,5755380.572,5755380.572,2018-05-27,2018-10-15,2018-11-12,2019-01-03,2019-02-14,9,7,6,yes,yes,yes,Md. Anwar Hossain,pp0025,"Chief Engineer, Project & Design",0
174700,Contract_Awards_PDFs/Tender_174700.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Residential Model Town (3rd Phase),pr0035,Rajuk/PD_Uttara3rd/06,Rajuk/PD_Uttara3rd/06,Construction of 40-0 wide plaza road East side of MRT construction Yard at the West side of West avenue in Sector-18 Uttara RMT 3rd Phase Project.,Rajuk/PD_Uttara3rd/06,"Construction of 40â??-0â?� wide plaza road (East side of MRT construction Yard) at the West side of West avenue in Sector-18, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project sector 17,Domestic Power & Engineering,co0126,1,"8/A,-8/B, Nilkhet, Babupura, Gausul Azam Super Market, Dhaka.",,13951494.999,13951494.999,2018-04-23,2018-08-05,2018-10-17,2018-06-03,2018-08-02,8,5,2,yes,yes,no,Md. Anwar Hossain,pp0025,"Chief Engineer, Implementation",0
174705,Contract_Awards_PDFs/Tender_174705.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Residential Model Town (3rd Phase),pr0035,Rajuk/PD_Uttara3rd/01,Rajuk/PD_Uttara3rd/01,Construction of road work Southern part of Block-H1 Road-3 3A 4 & Avenue-5 at Uttara RMT 3rd Phase Project.,Rajuk/PD_Uttara3rd/01,"Construction of road work Southern part of Block-H1, Road-3, 3A, 4 & Avenue-5 at Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,M/S Razin International,co0127,1,"M/S Razin International 63/C, Lake Circus, Kalabagan, Dhanmondi, Dhaka-1205, Phone-9614672, Cell-01711079979, 01729292988",,16595314.2,16595314.200,2018-04-23,2018-07-25,2018-10-25,2018-06-03,2018-08-02,5,2,1,yes,yes,no,Md. Anwar Hossain,pp0025,"Chief Engineer, Implementation",0
174710,Contract_Awards_PDFs/Tender_174710.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Residential Model Town (3rd Phase),pr0035,Rajuk/PD_Uttara3rd/08,Rajuk/PD_Uttara3rd/08,Construction of lake drive road at East side of lake-04 & 05 in Sector-15 & 17 Uttara RMT 3rd Phase Project.,Rajuk/PD_Uttara3rd/08,"Construction of lake drive road at East side of lake-04 & 05 in Sector-15 & 17, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,M/S Britto Construction,co0128,1,"125, Romna Century Avenue Boro Mog Bazar, Dhaka-1217",,13855001.095,13855001.095,2018-04-23,2018-07-31,2018-08-28,2018-12-02,2019-03-03,4,2,1,yes,yes,yes,Md. Anwar Hossain,pp0025,"Chief Engineer, Implementation",0
174712,Contract_Awards_PDFs/Tender_174712.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Residential Model Town (3rd Phase),pr0035,Rajuk/PD_Uttara3rd/02,Rajuk/PD_Uttara3rd/02,Remaining land development in/c road construction work earth/sand filling Sector-17 Block-K around the road no.10 Uttara RMT 3rd Phase Project.,Rajuk/PD_Uttara3rd/02,"Remaining land development in/c road construction work (earth/sand filling) Sector-17, Block-K, around the road no.10, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,MOZAHAR ENTERPRISE (PVT.) LTD.,co0129,1,"40-41, M.A Bari Sarak (Gollamari-Sonadanga Link Road), Khulna.",,8533464.543,8533464.543,2018-04-23,2018-08-05,2018-10-25,2018-06-03,2018-08-02,4,3,2,yes,yes,no,Md. Anwar Hossain,pp0025,"Chief Engineer, Implementation",0
