level,printed,normalized,tenders,first_source_file,first_page,coordinates
work location,Chittagong Development Authority CDA Building kotwali court road chittagong,Chittagong Development Authority CDA Building kotwali court road chittagong,2,Contract_Awards_PDFs/Tender_235131.pdf,1,not documented in the supplied documents
winner address,"Sadar Ali Munshi Bari, Moulavi Bazar, Mohora, Chandgaon, Chittagong.","Sadar Ali Munshi Bari, Moulavi Bazar, Mohora, Chandgaon, Chittagong.",1,Contract_Awards_PDFs/Tender_235131.pdf,1,not documented in the supplied documents
winner address,"120 CDA Avenue, Panchlaish, Chittagong.","120 CDA Avenue, Panchlaish, Chittagong.",1,Contract_Awards_PDFs/Tender_235166.pdf,1,not documented in the supplied documents
work location,PIU Office (Dhaka),PIU Office (Dhaka),1,Contract_Awards_PDFs/Tender_237820.pdf,1,not documented in the supplied documents
winner address,"11/2, Baisteki, Mirpur-13, Dhaka-1216","11/2, Baisteki, Mirpur-13, Dhaka-1216",3,Contract_Awards_PDFs/Tender_237820.pdf,1,not documented in the supplied documents
work location,RAJUK Main Building,RAJUK Main Building,3,Contract_Awards_PDFs/Tender_251218.pdf,1,not documented in the supplied documents
winner address,"58/Cha/1, West Razabazar, Tejgaon, Dhaka.","58/Cha/1, West Razabazar, Tejgaon, Dhaka.",5,Contract_Awards_PDFs/Tender_251218.pdf,1,not documented in the supplied documents
work location,"Khulna Development Authority, KDA","Khulna Development Authority, KDA",4,Contract_Awards_PDFs/Tender_262818.pdf,1,not documented in the supplied documents
work location,Coxsbazar,Coxsbazar,4,Contract_Awards_PDFs/Tender_270190.pdf,1,not documented in the supplied documents
winner address,"TCB Bhaban, 1 Kawran Bazar, (8thFloor), Dhaka-1215","TCB Bhaban, 1 Kawran Bazar, (8thFloor), Dhaka-1215",2,Contract_Awards_PDFs/Tender_270190.pdf,1,not documented in the supplied documents
winner address,"86, Nabin Chandra Goshwani Road, Faridabad, Dhaka-1204","86, Nabin Chandra Goshwani Road, Faridabad, Dhaka-1204",1,Contract_Awards_PDFs/Tender_270651.pdf,1,not documented in the supplied documents
winner address,"10/1, Naya Paltan, Dhaka-1000.","10/1, Naya Paltan, Dhaka-1000.",1,Contract_Awards_PDFs/Tender_276518.pdf,1,not documented in the supplied documents
winner address,"Mariam Mention , 334/2,(4th Floor), Shewrapara, Dhaka-1216","Mariam Mention , 334/2,(4th Floor), Shewrapara, Dhaka-1216",1,Contract_Awards_PDFs/Tender_276885.pdf,1,not documented in the supplied documents
work location,Ahsanabad Residential Area.,Ahsanabad Residential Area.,3,Contract_Awards_PDFs/Tender_277364.pdf,1,not documented in the supplied documents
winner address,"Holding No: 162/2,0007,Road No:01, Goalchamot, Faridpur Sadar","Holding No: 162/2,0007,Road No:01, Goalchamot, Faridpur Sadar",1,Contract_Awards_PDFs/Tender_277364.pdf,1,not documented in the supplied documents
work location,Ahsanabad residential area.,Ahsanabad residential area.,1,Contract_Awards_PDFs/Tender_277365.pdf,1,not documented in the supplied documents
winner address,"MOHAMMED EUNUS & BROTHERS (PVT.) LTD. Eunus Business Centre, Equity G.F. Fortune Mall (7th Fl.), 01 No. Baizid Bostami Road, Nasirabad, Panchlaish, Chattogram City, Dist: Chattogram. GPO-4000","MOHAMMED EUNUS & BROTHERS (PVT.) LTD. Eunus Business Centre, Equity G.F. Fortune Mall (7th Fl.), 01 No. Baizid Bostami Road, Nasirabad, Panchlaish, Chattogram City, Dist: Chattogram. GPO-4000",1,Contract_Awards_PDFs/Tender_277365.pdf,1,not documented in the supplied documents
winner address,"269, Miapara, Gopalgonj-8100.","269, Miapara, Gopalgonj-8100.",1,Contract_Awards_PDFs/Tender_277368.pdf,1,not documented in the supplied documents
winner address,"Ejab Rabeyas Heritage (Level-4), 147 Green Road, Dhaka-1215.","Ejab Rabeyas Heritage (Level-4), 147 Green Road, Dhaka-1215.",1,Contract_Awards_PDFs/Tender_277369.pdf,1,not documented in the supplied documents
work location,RDA Bhaban Rajshahi,RDA Bhaban Rajshahi,4,Contract_Awards_PDFs/Tender_284197.pdf,1,not documented in the supplied documents
winner address,BDBDL Bhaban(11th Floor-East) 12 Kawran Bazar Dhaka-1215.,BDBDL Bhaban(11th Floor-East) 12 Kawran Bazar Dhaka-1215.,1,Contract_Awards_PDFs/Tender_284197.pdf,1,not documented in the supplied documents
winner address,"House# 6, Road# 3/B, Sector# 9, Uttara, Dhaka-1230","House# 6, Road# 3/B, Sector# 9, Uttara, Dhaka-1230",1,Contract_Awards_PDFs/Tender_291722.pdf,1,not documented in the supplied documents
winner address,"154 Motijheel C/A, 2nd floor, Dhaka-1000.","154 Motijheel C/A, 2nd floor, Dhaka-1000.",1,Contract_Awards_PDFs/Tender_292111.pdf,1,not documented in the supplied documents
winner address,"18/1, Nayapaltan, Dhaka-1000.","18/1, Nayapaltan, Dhaka-1000.",1,Contract_Awards_PDFs/Tender_293004.pdf,1,not documented in the supplied documents
work location,Gulshan,Gulshan,5,Contract_Awards_PDFs/Tender_294388.pdf,1,not documented in the supplied documents
winner address,"405, Muradpur Madrasha Road, Kadamtoli, Dhaka","405, Muradpur Madrasha Road, Kadamtoli, Dhaka",1,Contract_Awards_PDFs/Tender_294444.pdf,1,not documented in the supplied documents
work location,at KDA Office.,at KDA Office.,1,Contract_Awards_PDFs/Tender_302667.pdf,1,not documented in the supplied documents
winner address,"Office Space No. 13-D, Hometown Complex (Level - 14), 87 New Eskaton Road, Dhaka-1000.","Office Space No. 13-D, Hometown Complex (Level - 14), 87 New Eskaton Road, Dhaka-1000.",1,Contract_Awards_PDFs/Tender_302667.pdf,1,not documented in the supplied documents
work location,Chittagong Court Buiding,Chittagong Court Buiding,1,Contract_Awards_PDFs/Tender_303865.pdf,1,not documented in the supplied documents
work location,CDA Hiil,CDA Hiil,1,Contract_Awards_PDFs/Tender_309557.pdf,1,not documented in the supplied documents
work location,Gulshan Area,Gulshan Area,1,Contract_Awards_PDFs/Tender_311188.pdf,1,not documented in the supplied documents
winner address,"Akankha Tower 454, Upper Jashore Road, Daulatpur, Khulna-9000","Akankha Tower 454, Upper Jashore Road, Daulatpur, Khulna-9000",3,Contract_Awards_PDFs/Tender_311188.pdf,1,not documented in the supplied documents
work location,Mohammadpur Area,Mohammadpur Area,1,Contract_Awards_PDFs/Tender_312476.pdf,1,not documented in the supplied documents
winner address,"147,Sultan Building(2nd floor),Motijheel,Dhaka","147,Sultan Building(2nd floor),Motijheel,Dhaka",1,Contract_Awards_PDFs/Tender_312476.pdf,1,not documented in the supplied documents
work location,Lalmatia Area,Lalmatia Area,1,Contract_Awards_PDFs/Tender_312479.pdf,1,not documented in the supplied documents
winner address,"147, Motijheel C/A, Dhaka-1000","147, Motijheel C/A, Dhaka-1000",1,Contract_Awards_PDFs/Tender_317182.pdf,1,not documented in the supplied documents
work location,KDA Khulna,KDA Khulna,1,Contract_Awards_PDFs/Tender_317767.pdf,1,not documented in the supplied documents
winner address,"14/A and 31/A, 12-A (12th Floor), Center Point, Concord Tower Tejkunipara, Farmgate","14/A and 31/A, 12-A (12th Floor), Center Point, Concord Tower Tejkunipara, Farmgate",2,Contract_Awards_PDFs/Tender_322093.pdf,1,not documented in the supplied documents
work location,"Khilzi Road, Mohammedpur","Khilzi Road, Mohammedpur",1,Contract_Awards_PDFs/Tender_322658.pdf,1,not documented in the supplied documents
winner address,"House # 116(10th floor), Road # 11, Block - E, Bir Uttam Khademul Basher Sarak, Banani C/A, Dhaka - 1213.","House # 116(10th floor), Road # 11, Block - E, Bir Uttam Khademul Basher Sarak, Banani C/A, Dhaka - 1213.",2,Contract_Awards_PDFs/Tender_322658.pdf,1,not documented in the supplied documents
work location,Oxygen,Oxygen,1,Contract_Awards_PDFs/Tender_342502.pdf,1,not documented in the supplied documents
winner address,"Milonpur, Khagrachari Sadar, Khagrachari.","Milonpur, Khagrachari Sadar, Khagrachari.",1,Contract_Awards_PDFs/Tender_342502.pdf,1,not documented in the supplied documents
work location,"CDA Building, Court Road Chattogram","CDA Building, Court Road Chattogram",1,Contract_Awards_PDFs/Tender_360423.pdf,1,not documented in the supplied documents
work location,"Ahsanabad residential area,khulna","Ahsanabad residential area,khulna",1,Contract_Awards_PDFs/Tender_366041.pdf,1,not documented in the supplied documents
work location,"Ahsanabad residential area, khulna","Ahsanabad residential area, khulna",1,Contract_Awards_PDFs/Tender_366087.pdf,1,not documented in the supplied documents
winner address,"House No. - 127(6th Floor), Road - 10, Block - C, Niketon, Gulshan - 1, Dhaka - 1212","House No. - 127(6th Floor), Road - 10, Block - C, Niketon, Gulshan - 1, Dhaka - 1212",1,Contract_Awards_PDFs/Tender_366087.pdf,1,not documented in the supplied documents
work location,Rajuk Zonal & Site Office,Rajuk Zonal & Site Office,1,Contract_Awards_PDFs/Tender_376450.pdf,1,not documented in the supplied documents
work location,RDA Rajshahi,RDA Rajshahi,2,Contract_Awards_PDFs/Tender_383988.pdf,1,not documented in the supplied documents
work location,Cda hill Chattogram,Cda hill Chattogram,1,Contract_Awards_PDFs/Tender_387658.pdf,1,not documented in the supplied documents
winner address,"758/C, Moidermill School Road, South Bakalia, Chittagong.","758/C, Moidermill School Road, South Bakalia, Chittagong.",5,Contract_Awards_PDFs/Tender_387658.pdf,1,not documented in the supplied documents
winner address,"37, Bir Uttam C.R. Datta Road, Nahar Plaza, Room No-1506, Dhaka-1000, Bangladesh.","37, Bir Uttam C.R. Datta Road, Nahar Plaza, Room No-1506, Dhaka-1000, Bangladesh.",5,Contract_Awards_PDFs/Tender_398199.pdf,1,not documented in the supplied documents
work location,CDA Hill Badsha Miah Road Chittagong,CDA Hill Badsha Miah Road Chittagong,1,Contract_Awards_PDFs/Tender_410561.pdf,1,not documented in the supplied documents
winner address,"Acharja Para, P.O: Alamin Baria, Chandgaon, Chittagong","Acharja Para, P.O: Alamin Baria, Chandgaon, Chittagong",1,Contract_Awards_PDFs/Tender_410561.pdf,1,not documented in the supplied documents
winner address,"Erectors House, 18, Kamal Ataturk Avenue, Banani, Dhaka-1213","Erectors House, 18, Kamal Ataturk Avenue, Banani, Dhaka-1213",1,Contract_Awards_PDFs/Tender_417304.pdf,1,not documented in the supplied documents
winner address,"Minar Bhaban (2nd Floor), 15, O R Nizam Road,; Panchlaish PS; Chittagong-4203; Bangladesh","Minar Bhaban (2nd Floor), 15, O R Nizam Road,; Panchlaish PS; Chittagong-4203; Bangladesh",1,Contract_Awards_PDFs/Tender_423315.pdf,1,not documented in the supplied documents
work location,CoxsBazar Pourashava,CoxsBazar Pourashava,1,Contract_Awards_PDFs/Tender_424168.pdf,1,not documented in the supplied documents
winner address,"City Center (Level-11), Unit ID: 10th C-1, 90/1 Motijheel C/A, Dhaka-1000,Bangladesh","City Center (Level-11), Unit ID: 10th C-1, 90/1 Motijheel C/A, Dhaka-1000,Bangladesh",2,Contract_Awards_PDFs/Tender_424168.pdf,1,not documented in the supplied documents
work location,Mehedibag CDA Mashjid Chittagong,Mehedibag CDA Mashjid Chittagong,1,Contract_Awards_PDFs/Tender_427246.pdf,1,not documented in the supplied documents
work location,"PIU Office, Dhaka","PIU Office, Dhaka",3,Contract_Awards_PDFs/Tender_427350.pdf,1,not documented in the supplied documents
work location,Purbachal New Town,Purbachal New Town,2,Contract_Awards_PDFs/Tender_427858.pdf,1,not documented in the supplied documents
winner address,"27 Central Bashaboo,Dhaka","27 Central Bashaboo,Dhaka",3,Contract_Awards_PDFs/Tender_427863.pdf,1,not documented in the supplied documents
work location,Banskhali,Banskhali,1,Contract_Awards_PDFs/Tender_42800.pdf,1,not documented in the supplied documents
winner address,"Dakkin Joldi, Word No. Banshkhali Pourashava, Banshkhali, Chittagong","Dakkin Joldi, Word No. Banshkhali Pourashava, Banshkhali, Chittagong",1,Contract_Awards_PDFs/Tender_42800.pdf,1,not documented in the supplied documents
work location,Uttara 3rd phase project,Uttara 3rd phase project,11,Contract_Awards_PDFs/Tender_431689.pdf,1,not documented in the supplied documents
winner address,"230/1-A, Road No. 06, Tilpapara, Khilgaon, Dhaka-1219","230/1-A, Road No. 06, Tilpapara, Khilgaon, Dhaka-1219",1,Contract_Awards_PDFs/Tender_431690.pdf,1,not documented in the supplied documents
work location,Saltgola Chattogram,Saltgola Chattogram,2,Contract_Awards_PDFs/Tender_436738.pdf,1,not documented in the supplied documents
winner address,"14, PURANA PALTAN, DARUS-SALMAN ARCADE BHABAN (6TH FLOOR); Palton PS: Dhaka-1000; Bangladesh","14, PURANA PALTAN, DARUS-SALMAN ARCADE BHABAN (6TH FLOOR); Palton PS: Dhaka-1000; Bangladesh",1,Contract_Awards_PDFs/Tender_436738.pdf,1,not documented in the supplied documents
work location,Coxs Bazar Pourashava,Coxs Bazar Pourashava,4,Contract_Awards_PDFs/Tender_446283.pdf,1,not documented in the supplied documents
winner address,"110, Green Road. Firmgate Dhaka-1215","110, Green Road. Firmgate Dhaka-1215",1,Contract_Awards_PDFs/Tender_446283.pdf,1,not documented in the supplied documents
work location,Mohammadpur Dhaka,Mohammadpur Dhaka,1,Contract_Awards_PDFs/Tender_446869.pdf,1,not documented in the supplied documents
winner address,"27, Central Bassabo, Dhaka-1000.","27, Central Bassabo, Dhaka-1000.",2,Contract_Awards_PDFs/Tender_446869.pdf,1,not documented in the supplied documents
work location,"Dhanmondi, Dhaka","Dhanmondi, Dhaka",1,Contract_Awards_PDFs/Tender_447380.pdf,1,not documented in the supplied documents
work location,Cox's Bazar Pourashava,Cox's Bazar Pourashava,1,Contract_Awards_PDFs/Tender_448324.pdf,1,not documented in the supplied documents
winner address,"E-3 (KA), JALIL SHARANI, IN FRONT OF PMG OFFICE, BOYRA, KHULNA","E-3 (KA), JALIL SHARANI, IN FRONT OF PMG OFFICE, BOYRA, KHULNA",1,Contract_Awards_PDFs/Tender_448675.pdf,1,not documented in the supplied documents
work location,kda rest house,kda rest house,1,Contract_Awards_PDFs/Tender_459665.pdf,1,not documented in the supplied documents
winner address,"Holding No.02, Firingi Bazar, Kotwali, Chittagong","Holding No.02, Firingi Bazar, Kotwali, Chittagong",4,Contract_Awards_PDFs/Tender_471795.pdf,1,not documented in the supplied documents
winner address,"387,Tejgaon I/A , Tejgaon , Dhaka , PO : 1208","387,Tejgaon I/A , Tejgaon , Dhaka , PO : 1208",1,Contract_Awards_PDFs/Tender_475789.pdf,1,not documented in the supplied documents
winner address,18/1 Naya Paltan Dhaka-100,18/1 Naya Paltan Dhaka-100,1,Contract_Awards_PDFs/Tender_476403.pdf,1,not documented in the supplied documents
winner address,"Dhaka Trade Center (15th floor), Block # H, 99 Kawran Bazar, C/A, Dhaka-1215","Dhaka Trade Center (15th floor), Block # H, 99 Kawran Bazar, C/A, Dhaka-1215",2,Contract_Awards_PDFs/Tender_476405.pdf,1,not documented in the supplied documents
winner address,Road 07 House 27 Sector 11 Uttara Dhaka1230,Road 07 House 27 Sector 11 Uttara Dhaka1230,1,Contract_Awards_PDFs/Tender_476407.pdf,1,not documented in the supplied documents
winner address,1216 east monipur mirpur,1216 east monipur mirpur,1,Contract_Awards_PDFs/Tender_494177.pdf,1,not documented in the supplied documents
work location,"CDASholoshohor Staff Quarter, CTG","CDASholoshohor Staff Quarter, CTG",1,Contract_Awards_PDFs/Tender_501707.pdf,1,not documented in the supplied documents
work location,"Uttara Apartment Project,Block-A,Sector-18,Uttara,Dhaka","Uttara Apartment Project,Block-A,Sector-18,Uttara,Dhaka",1,Contract_Awards_PDFs/Tender_501956.pdf,1,not documented in the supplied documents
winner address,"Rupayan Taj (Office Suite-E1 & F1) Plot # 1,1/1 Naya Paltan, (Box Culvert Road) Dhaka-1000 Bangladesh","Rupayan Taj (Office Suite-E1 & F1) Plot # 1,1/1 Naya Paltan, (Box Culvert Road) Dhaka-1000 Bangladesh",1,Contract_Awards_PDFs/Tender_501956.pdf,1,not documented in the supplied documents
work location,"CDA Sholoshohor Staff Quarter, Building No-04 , Chattogram","CDA Sholoshohor Staff Quarter, Building No-04 , Chattogram",1,Contract_Awards_PDFs/Tender_504349.pdf,1,not documented in the supplied documents
winner address,563/3 Shahid Lain Pahartoli Chittagong,563/3 Shahid Lain Pahartoli Chittagong,1,Contract_Awards_PDFs/Tender_504349.pdf,1,not documented in the supplied documents
work location,Sholoshar Statt Quater,Sholoshar Statt Quater,1,Contract_Awards_PDFs/Tender_504351.pdf,1,not documented in the supplied documents
winner address,"4078, Manila Plaza,Bahadderhat, Chandgaon, Chattogram.","4078, Manila Plaza,Bahadderhat, Chandgaon, Chattogram.",1,Contract_Awards_PDFs/Tender_504351.pdf,1,not documented in the supplied documents
winner address,"58/Cha/1, Tejtury Bazar Chak, West Rajabazar, Dhaka-1215","58/Cha/1, Tejtury Bazar Chak, West Rajabazar, Dhaka-1215",1,Contract_Awards_PDFs/Tender_505037.pdf,1,not documented in the supplied documents
work location,Car Parking Building Gulshan,Car Parking Building Gulshan,1,Contract_Awards_PDFs/Tender_507537.pdf,1,not documented in the supplied documents
winner address,"Steel Mill Bazar, North Patenga, Post Code No. 4204, Chittagong","Steel Mill Bazar, North Patenga, Post Code No. 4204, Chittagong",1,Contract_Awards_PDFs/Tender_509251.pdf,1,not documented in the supplied documents
winner address,"24, Naya Paltan,Old-36, Paltan, Dhaka-1000.","24, Naya Paltan,Old-36, Paltan, Dhaka-1000.",1,Contract_Awards_PDFs/Tender_510186.pdf,1,not documented in the supplied documents
work location,CDA Bulding,CDA Bulding,1,Contract_Awards_PDFs/Tender_514221.pdf,1,not documented in the supplied documents
winner address,"Suite#O-11, Gufesha Plaza, 8, Shahid sangbadik Selina parvin Sarak, Mogbazar, Dhaka-1217","Suite#O-11, Gufesha Plaza, 8, Shahid sangbadik Selina parvin Sarak, Mogbazar, Dhaka-1217",1,Contract_Awards_PDFs/Tender_514221.pdf,1,not documented in the supplied documents
work location,RAJUK Annex Building,RAJUK Annex Building,1,Contract_Awards_PDFs/Tender_514343.pdf,1,not documented in the supplied documents
winner address,"99, Motijeel, C/A, Korim Chamber, Room No- 702 (6th Floor)","99, Motijeel, C/A, Korim Chamber, Room No- 702 (6th Floor)",6,Contract_Awards_PDFs/Tender_514343.pdf,1,not documented in the supplied documents
work location,"CDA staff Quarter, Sholoshar","CDA staff Quarter, Sholoshar",2,Contract_Awards_PDFs/Tender_515366.pdf,1,not documented in the supplied documents
winner address,"227/A, Sardar Bari, Dovash Lane, Poet Nazrul Islam Road, Firingee Bazar, Kotwali, Chittagong.","227/A, Sardar Bari, Dovash Lane, Poet Nazrul Islam Road, Firingee Bazar, Kotwali, Chittagong.",1,Contract_Awards_PDFs/Tender_515366.pdf,1,not documented in the supplied documents
work location,Gulshan Lake Drive Road,Gulshan Lake Drive Road,1,Contract_Awards_PDFs/Tender_517916.pdf,1,not documented in the supplied documents
winner address,"43/44 New 44/45, Nazir Ahmed Chowdhury Road, Anderkilla, Kotwali, Chittagong.","43/44 New 44/45, Nazir Ahmed Chowdhury Road, Anderkilla, Kotwali, Chittagong.",1,Contract_Awards_PDFs/Tender_519402.pdf,1,not documented in the supplied documents
work location,CDA Building Court Road Chattogram,CDA Building Court Road Chattogram,1,Contract_Awards_PDFs/Tender_523954.pdf,1,not documented in the supplied documents
work location,RAJUK Main Buildings,RAJUK Main Buildings,1,Contract_Awards_PDFs/Tender_528756.pdf,1,not documented in the supplied documents
winner address,"Modumati Supar Market, 717, Panchuria, Gopalgonj-8100.","Modumati Supar Market, 717, Panchuria, Gopalgonj-8100.",3,Contract_Awards_PDFs/Tender_528756.pdf,1,not documented in the supplied documents
winner address,"230/1-A, Tilpapara, Road No-06 Khilgaon, Dhaka-1219","230/1-A, Tilpapara, Road No-06 Khilgaon, Dhaka-1219",1,Contract_Awards_PDFs/Tender_528758.pdf,1,not documented in the supplied documents
winner address,"Level # 02, Plot # 26, Shahajalal Avenue, Sector # 04, Uttara, Dhaka-1230, Bangladesh","Level # 02, Plot # 26, Shahajalal Avenue, Sector # 04, Uttara, Dhaka-1230, Bangladesh",2,Contract_Awards_PDFs/Tender_535709.pdf,1,not documented in the supplied documents
winner address,"Cha-72/1, Progoti Sarani, North Badda, Dhaka-1212.","Cha-72/1, Progoti Sarani, North Badda, Dhaka-1212.",1,Contract_Awards_PDFs/Tender_535712.pdf,1,not documented in the supplied documents
work location,Rajuk Main & Annex Bhaban,Rajuk Main & Annex Bhaban,1,Contract_Awards_PDFs/Tender_536842.pdf,1,not documented in the supplied documents
work location,Rajuk Main and Annex Bhaban,Rajuk Main and Annex Bhaban,1,Contract_Awards_PDFs/Tender_536846.pdf,1,not documented in the supplied documents
work location,"Uttar Patenga and Halisohor, Chattogram","Uttar Patenga and Halisohor, Chattogram",1,Contract_Awards_PDFs/Tender_538256.pdf,1,not documented in the supplied documents
winner address,"House # 17, Road #106, Block-CEN(F), Gulshan-2, Dhaka-1212","House # 17, Road #106, Block-CEN(F), Gulshan-2, Dhaka-1212",4,Contract_Awards_PDFs/Tender_538256.pdf,1,not documented in the supplied documents
work location,CDA Biponi Bitan B Block New Market Chattogram,CDA Biponi Bitan B Block New Market Chattogram,1,Contract_Awards_PDFs/Tender_539744.pdf,1,not documented in the supplied documents
winner address,"152, Alkoron Road, Sadaghat, Chittagong","152, Alkoron Road, Sadaghat, Chittagong",3,Contract_Awards_PDFs/Tender_539744.pdf,1,not documented in the supplied documents
work location,"CoxDA Office, Coxs Bazar","CoxDA Office, Coxs Bazar",3,Contract_Awards_PDFs/Tender_548292.pdf,1,not documented in the supplied documents
winner address,"60, Gulshan Avenue, Taher Mansion, Gulshan-1, Dhaka-1212","60, Gulshan Avenue, Taher Mansion, Gulshan-1, Dhaka-1212",3,Contract_Awards_PDFs/Tender_548292.pdf,1,not documented in the supplied documents
work location,Holiday More-Bazarghata-Larpara Bus Stand Main Road and As per TDS,Holiday More-Bazarghata-Larpara Bus Stand Main Road and As per TDS,2,Contract_Awards_PDFs/Tender_549299.pdf,1,not documented in the supplied documents
work location,"Eidgah-Jalalabad Road to Faraji Para Road and Mehergona to Maizpara Road, Eidgah, Coxs Bazar","Eidgah-Jalalabad Road to Faraji Para Road and Mehergona to Maizpara Road, Eidgah, Coxs Bazar",1,Contract_Awards_PDFs/Tender_550266.pdf,1,not documented in the supplied documents
work location,"Eidgah to Uttar Maizpara Road, Coxs Bazar","Eidgah to Uttar Maizpara Road, Coxs Bazar",1,Contract_Awards_PDFs/Tender_550267.pdf,1,not documented in the supplied documents
work location,"KDA, Khulna","KDA, Khulna",1,Contract_Awards_PDFs/Tender_561734.pdf,1,not documented in the supplied documents
winner address,"Flora Limited DR Tower (3rd Floor) 65/2/2, Bir Protik Gazi Golam Dostogir Road (Box Calvert Road), Purana Paltan Dhaka-1000, Bangladesh.","Flora Limited DR Tower (3rd Floor) 65/2/2, Bir Protik Gazi Golam Dostogir Road (Box Calvert Road), Purana Paltan Dhaka-1000, Bangladesh.",1,Contract_Awards_PDFs/Tender_561734.pdf,1,not documented in the supplied documents
work location,"PIU Office, Dhaka & RAJUK Zonal Offices","PIU Office, Dhaka & RAJUK Zonal Offices",1,Contract_Awards_PDFs/Tender_564502.pdf,1,not documented in the supplied documents
work location,"CoxDA Bhaban, Coxs Bazar","CoxDA Bhaban, Coxs Bazar",1,Contract_Awards_PDFs/Tender_577378.pdf,1,not documented in the supplied documents
winner address,"47/B, Road No:02, Samata Tower, Chand Housing ,Mohammadpur , Dhaka-1207","47/B, Road No:02, Samata Tower, Chand Housing ,Mohammadpur , Dhaka-1207",2,Contract_Awards_PDFs/Tender_577378.pdf,1,not documented in the supplied documents
work location,100m,100m,1,Contract_Awards_PDFs/Tender_581310.pdf,1,not documented in the supplied documents
winner address,"Firoz Tower (5th Floor), 152/3/B, Bir Uttom Kazi-Nur-Uz-Zaman Road, Panthpath, Dhaka.","Firoz Tower (5th Floor), 152/3/B, Bir Uttom Kazi-Nur-Uz-Zaman Road, Panthpath, Dhaka.",1,Contract_Awards_PDFs/Tender_581310.pdf,1,not documented in the supplied documents
work location,Mohammadpur,Mohammadpur,8,Contract_Awards_PDFs/Tender_583663.pdf,1,not documented in the supplied documents
winner address,"House No-37, Road No-4, Block-Kha, Pisciculture Housing Society, Mohammadpur, Dhaka","House No-37, Road No-4, Block-Kha, Pisciculture Housing Society, Mohammadpur, Dhaka",1,Contract_Awards_PDFs/Tender_583663.pdf,1,not documented in the supplied documents
winner address,"J.C. Road, Dhanbandi, Sirajganj","J.C. Road, Dhanbandi, Sirajganj",3,Contract_Awards_PDFs/Tender_591374.pdf,1,not documented in the supplied documents
work location,Lalmatia,Lalmatia,1,Contract_Awards_PDFs/Tender_592175.pdf,1,not documented in the supplied documents
work location,RDA Market Rajshahi,RDA Market Rajshahi,1,Contract_Awards_PDFs/Tender_595725.pdf,1,not documented in the supplied documents
winner address,"109, New Market, Rajshahi-6100.","109, New Market, Rajshahi-6100.",1,Contract_Awards_PDFs/Tender_595725.pdf,1,not documented in the supplied documents
work location,Bakalia,Bakalia,1,Contract_Awards_PDFs/Tender_596661.pdf,1,not documented in the supplied documents
winner address,"6, Hossain Shahid Soharwardi Road, Kotwali, Chittagong.","6, Hossain Shahid Soharwardi Road, Kotwali, Chittagong.",1,Contract_Awards_PDFs/Tender_596661.pdf,1,not documented in the supplied documents
work location,"Sector-18, Block-A, Uttara, Dhaka","Sector-18, Block-A, Uttara, Dhaka",1,Contract_Awards_PDFs/Tender_597090.pdf,1,not documented in the supplied documents
work location,CDA Building Chattogram,CDA Building Chattogram,1,Contract_Awards_PDFs/Tender_598954.pdf,1,not documented in the supplied documents
work location,Purbachal New Town project,Purbachal New Town project,19,Contract_Awards_PDFs/Tender_601511.pdf,1,not documented in the supplied documents
winner address,"177, Shohid Syed Nazrul Islam Sharani, Bijoy Nagar, Dhaka-1000.","177, Shohid Syed Nazrul Islam Sharani, Bijoy Nagar, Dhaka-1000.",1,Contract_Awards_PDFs/Tender_601512.pdf,1,not documented in the supplied documents
work location,Mehedibag CDA staff Quarter Chattogram,Mehedibag CDA staff Quarter Chattogram,2,Contract_Awards_PDFs/Tender_614376.pdf,1,not documented in the supplied documents
winner address,"North Gasbaria ,Bodurpara , Chandanaish , Chittagong.","North Gasbaria ,Bodurpara , Chandanaish , Chittagong.",2,Contract_Awards_PDFs/Tender_614376.pdf,1,not documented in the supplied documents
winner address,"Cha-72/1, Progoti Sarani, Uttar Badda, Dhaka-1212","Cha-72/1, Progoti Sarani, Uttar Badda, Dhaka-1212",1,Contract_Awards_PDFs/Tender_615572.pdf,1,not documented in the supplied documents
work location,Cox's Bazar Sadar,Cox's Bazar Sadar,3,Contract_Awards_PDFs/Tender_617410.pdf,1,not documented in the supplied documents
winner address,"117, Tejkunipara, Old Airport Road, Bijoy Shoroni, Tejgaon, Dhaka.","117, Tejkunipara, Old Airport Road, Bijoy Shoroni, Tejgaon, Dhaka.",1,Contract_Awards_PDFs/Tender_617410.pdf,1,not documented in the supplied documents
winner address,"10 Dilkusha Jibon Bima Tower 8th Floor Motijheel, Dhaka","10 Dilkusha Jibon Bima Tower 8th Floor Motijheel, Dhaka",1,Contract_Awards_PDFs/Tender_617807.pdf,1,not documented in the supplied documents
winner address,"Punam Palace, Holding No: 464, 1st Kandirpar, Badurtala, Cumilla","Punam Palace, Holding No: 464, 1st Kandirpar, Badurtala, Cumilla",1,Contract_Awards_PDFs/Tender_618898.pdf,1,not documented in the supplied documents
work location,RAJUK Malibagh Officers Quarter,RAJUK Malibagh Officers Quarter,2,Contract_Awards_PDFs/Tender_620619.pdf,1,not documented in the supplied documents
work location,Zonal Office in Uttara,Zonal Office in Uttara,1,Contract_Awards_PDFs/Tender_622539.pdf,1,not documented in the supplied documents
work location,Rajuk Zonal Office,Rajuk Zonal Office,1,Contract_Awards_PDFs/Tender_622586.pdf,1,not documented in the supplied documents
