tender_id,source_file,page,table_generation,lot_no,identification,location,security_amount_taka,security_amount_original,start_date,completion_date
174683,Tender Notice_PDFs/RAJUK_Tender_174683.pdf,1,lots_legacy,1,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 3A & 3B under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,160000,160000,2018-07-01,2018-08-15
174685,Tender Notice_PDFs/RAJUK_Tender_174685.pdf,1,lots_legacy,1,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 13A & 13B under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,160000,160000,2018-07-01,2018-08-15
174686,Tender Notice_PDFs/RAJUK_Tender_174686.pdf,1,lots_legacy,1,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 13C & 13D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,160000,160000,2018-07-01,2018-08-15
174700,Tender Notice_PDFs/RAJUK_Tender_174700.pdf,1,lots_legacy,1,"Construction of 40â??-0â?� wide plaza road (East side of MRT construction Yard) at the West side of West avenue in Sector-18, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project sector 17,390000,390000,2018-06-03,2018-08-02
174705,Tender Notice_PDFs/RAJUK_Tender_174705.pdf,1,lots_legacy,1,"Construction of road work Southern part of Block-H1, Road-3, 3A, 4 & Avenue-5 at Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,460000,460000,2018-06-03,2018-08-02
174709,Tender Notice_PDFs/RAJUK_Tender_174709.pdf,1,lots_legacy,1,"Construction of lake drive road and other related link road at the East side of lake no-05 of Sector-17, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,320000,320000,2018-06-03,2018-08-02
174710,Tender Notice_PDFs/RAJUK_Tender_174710.pdf,1,lots_legacy,1,"Construction of lake drive road at East side of lake-04 & 05 in Sector-15 & 17, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,385000,385000,2018-06-03,2018-08-02
174712,Tender Notice_PDFs/RAJUK_Tender_174712.pdf,1,lots_legacy,1,"Remaining land development in/c road construction work (earth/sand filling) Sector-17, Block- K, around the road no.10, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,238000,238000,2018-06-03,2018-08-02
174714,Tender Notice_PDFs/RAJUK_Tender_174714.pdf,1,lots_legacy,1,"Construction work of periphery road at the South side of Avenue-03 at the East side of flood protection embankment in Sector-18, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,395000,395000,2018-06-03,2018-08-02
174717,Tender Notice_PDFs/RAJUK_Tender_174717.pdf,1,lots_legacy,1,"Remaining land development work middle part of road 2 & 4 of Block-C1 (earth/sand filling) Sector-15, Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,118000,118000,2018-06-03,2018-08-02
174720,Tender Notice_PDFs/RAJUK_Tender_174720.pdf,1,lots_legacy,1,"Construction of remaining road work of Southern part of Block-F, Road-1, 2, 3, 1A & 2A at Uttara RMT (3rd Phase) Project.",Uttara 3rd Phase Project,465000,465000,2018-06-03,2018-08-02
178196,Tender Notice_PDFs/RAJUK_Tender_178196.pdf,1,lots_legacy,1,"Supply of Computer and Related Equipment for PIU, URP:RAJUK",Dhaka,360000,360000,2018-05-01,2021-03-30
182856,Tender Notice_PDFs/RAJUK_Tender_182856.pdf,1,lots_legacy,01,"Construction of around 2700 rm Boundary Wall, 6 nos entry Gate including security houses.",Urrara sector 18,3500000,3500000,2018-05-03,2018-11-01
189828,Tender Notice_PDFs/RAJUK_Tender_189828.pdf,1,lots_legacy,1,"Cleaning work of room, corridors, stair & Bathroom at different floor of RAJUK Main Building and Annex Building.",Rajuk Compaund,126000,126000,2018-06-03,2020-06-02
18994,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1,lots_legacy,1,Installation and Maintenance of dedicated 15 (fifteen) Mbps Internet Connectivity for RAJUK with Webmail services.,RAJUK Bhaban,43000,43000,2015-04-22,2015-05-21
190232,Tender Notice_PDFs/RAJUK_Tender_190232.pdf,1,lots_legacy,1,"Construction of open pucca drain at Block-A in sector-15, Uttara RMT (3rd Phase) Project",Uttara 3rd Phase Project,255000,255000,2018-06-03,2018-08-02
198193,Tender Notice_PDFs/RAJUK_Tender_198193.pdf,1,lots_legacy,1,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 12B & 12C under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,160000,160000,2018-07-01,2018-08-15
198200,Tender Notice_PDFs/RAJUK_Tender_198200.pdf,1,lots_legacy,1,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 3C & 3D of Lot-17 under the Project of â??Construction of Residential Apartment Building of Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ? �.",Uttara Apartment Project,160000,160000,2018-07-01,2018-08-15
198298,Tender Notice_PDFs/RAJUK_Tender_198298.pdf,1,lots_legacy,1,"Supply, Installation, Testing and Commissioning of Solar panel system for the Building No: 14A & 14B of Lot-20 under the Project of â??Construction of Residential Apartment Building of Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,160000,160000,2018-07-01,2018-08-15
198333,Tender Notice_PDFs/RAJUK_Tender_198333.pdf,1,lots_legacy,1,Internal Electrical Works of Existing Two Storied to Proposed Extension Three Storied Rajuk Mosque Building.,Rajuk Bhaban,25000,25000,2018-08-01,2018-08-30
198861,Tender Notice_PDFs/RAJUK_Tender_198861.pdf,1,lots_legacy,1,"Yearly Operation, Servicing and Maintenance of 04 (Four) Nos. Passenger Lift at Gulshan Car Parking Cum Office Building.",Gulshan Car Parking,30000,30000,2018-08-01,2019-07-30
199294,Tender Notice_PDFs/RAJUK_Tender_199294.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 12B & 12C under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,50000,50000,2018-08-15,2018-09-30
199306,Tender Notice_PDFs/RAJUK_Tender_199306.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 3C & 3D of Lot-17 under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ? �.",Uttara Apartment Project,50000,50000,2018-08-15,2018-09-30
199307,Tender Notice_PDFs/RAJUK_Tender_199307.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 14A & 14B of Lot-20 under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,50000,50000,2018-08-15,2018-09-30
199363,Tender Notice_PDFs/RAJUK_Tender_199363.pdf,1,lots_legacy,1,"01 Year Servicing, Operation & Maintenance of 2 Nos. Passenger Lift in Mohakhali Zonal Office at Rajuk.",Mohakhali Zonal Office,10000,10000,2018-08-01,2019-07-30
199364,Tender Notice_PDFs/RAJUK_Tender_199364.pdf,1,lots_legacy,1,"Yearly Servicing and Maintenance of 2 Nos. Lift at Banani Nibash, Rajuk ( Two Years ).",Banani Dhaka,7000,7000,2018-08-01,2020-07-30
199368,Tender Notice_PDFs/RAJUK_Tender_199368.pdf,1,lots_legacy,1,Supply & Installation of Street Light (LED) from Avenue 3 (Part) up to Baribad at Uttara Residential Model Town (Phase-3).,Uttara Residential Model Town,95000,95000,2018-08-01,2018-10-30
199377,Tender Notice_PDFs/RAJUK_Tender_199377.pdf,1,lots_legacy,1,Supply & Installation of CCTV System and Metal Halide (LED) Light Around the Gulshan Car Parking Cum Commercial Bhaban.,Gulshan Car Parking,30000,30000,2018-08-01,2018-08-30
199891,Tender Notice_PDFs/RAJUK_Tender_199891.pdf,1,lots_legacy,01,"Construction of around 2700 rm Boundary Wall, 6 nos entry Gate including security houses.",Sector-18 Uttara Dhaka,3500000,3500000,2018-07-01,2018-12-31
199942,Tender Notice_PDFs/RAJUK_Tender_199942.pdf,1,lots_legacy,1,Supply and Installation of Furniture for PIU Office,Dhaka,199000,199000,2018-06-18,2020-05-20
202993,Tender Notice_PDFs/RAJUK_Tender_202993.pdf,1,lots_legacy,1,Repair and Renovation work of Road No-107 & 409 including Cleaning of Surface drain at Sector No-04 of Purbachal New Town Project.,Purbachal New Town Project,250000,250000,2018-09-16,2018-12-16
209496,Tender Notice_PDFs/RAJUK_Tender_209496.pdf,1,lots_legacy,1,Repairing of road-116 adjacent Drain work Bridge-38 towards east up to Dhaka by pass at sector-22 & 23 of Purbachal New Town Project.,Purbachal New Town Project,1000000,1000000,2018-09-02,2019-09-01
209498,Tender Notice_PDFs/RAJUK_Tender_209498.pdf,1,lots_legacy,1,Construction of Boundary Wall for Janata High School in/c RAJUK Site Office Southside Boundary Wall part at Sector-04 of Purbachal New Town Project.,Purbachal New Town Project,170000,170000,2018-09-02,2019-02-28
209938,Tender Notice_PDFs/RAJUK_Tender_209938.pdf,1,lots_legacy,1,"Construction of internal road and surface drain at sector no.-5 (Part) of Purbachal new town project (Package-RDC-05, Lot-01).",Purbachal New Town Project,3000000,3000000,2018-09-02,2019-09-01
209939,Tender Notice_PDFs/RAJUK_Tender_209939.pdf,1,lots_legacy,1,"Construction of internal road and surface drain at sector no.-29 (Part) of Purbachal new town project (Package-RDC-29, Lot-01).",Purbachal New Town Project,4500000,4500000,2018-09-02,2019-09-01
209949,Tender Notice_PDFs/RAJUK_Tender_209949.pdf,1,lots_legacy,1,"Installation of Barbed Wire all around & Cast-Iron Gril in the open space, Textured Painting in the rest part and Other necessary Civil Works at the existing boundary wall of RAJUK Building Compound.",RAJUK Bhaban Area,38000,38000,2018-08-15,2018-09-30
214247,Tender Notice_PDFs/RAJUK_Tender_214247.pdf,1,lots_legacy,1,Re-Construction of Damaged Boundary Wall of the East side of Park/Play Ground at Sector # 4 of Uttara RMT,Uttara Model Town,68000,68000,2018-10-01,2018-11-15
214250,Tender Notice_PDFs/RAJUK_Tender_214250.pdf,1,lots_legacy,1,Construction on New Water Reservoir and Repair of existing water reservoir in the RAJUK Badda Staff Quarter Area.,Badda Staff Quarter Area,105000,105000,2018-10-01,2019-01-30
214275,Tender Notice_PDFs/RAJUK_Tender_214275.pdf,1,lots_legacy,1,Construction of Road No. 16/A (part) at sector # 10 of Uttara RMT.,Uttara Model Town,165000,165000,2018-10-01,2018-11-15
214561,Tender Notice_PDFs/RAJUK_Tender_214561.pdf,1,lots_legacy,1,Supply and fitting fixing of 05(Five) Nos. New Tubeless Tyre with O-Ring for Japany Tyre Dozer No-04 of RAJUK.,Mohakhali Zonal office,40000,40000,2019-01-15,2019-03-14
236033,Tender Notice_PDFs/RAJUK_Tender_236033.pdf,1,lots_legacy,1,Supply and fitting fixing of 05(Five) Nos. new Tyre (Tubeless) & O-Ring for Japanesc Pay- Loader No.-03 of RAJUK.,Mohakhali Zonal office,37000,37000,2019-01-15,2019-03-14
236036,Tender Notice_PDFs/RAJUK_Tender_236036.pdf,1,lots_legacy,1,"Supply Spare parts of Fuel pump, A/C pump and fitting fixing of 2 Nos Sprocket repair of POLAND Chain Dozer No-04 of RAJUK.",Mohakhali Zonal office,35000,35000,2019-01-15,2019-03-14
236043,Tender Notice_PDFs/RAJUK_Tender_236043.pdf,1,lots_legacy,1,"Supply spare parts of Fuel pump, A/C pump and fitting fixing of 2 Nos. Sprocket repair of POLAN Chain Dozer No-02 of RAJUK.",Mohakhali Zonal office,35000,35000,2019-01-15,2019-03-14
236045,Tender Notice_PDFs/RAJUK_Tender_236045.pdf,1,lots_legacy,1,"Supply spare parts of Fuel pump, A/C pump and fitting fixing of 2 Nos. Sprocket repair of POLAN Chain Dozer No-01 of RAJUK.",Mohakhali Zonal office,35000,35000,2019-01-15,2019-03-14
236048,Tender Notice_PDFs/RAJUK_Tender_236048.pdf,1,lots_legacy,1,"Engine, Clutch system Overhauling and others Repairing with supplying of spare parts & fitting fixing of Road Roller No-15.",Mohakhali Zonal office,30000,30000,2019-01-15,2019-03-14
236241,Tender Notice_PDFs/RAJUK_Tender_236241.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 13A &13B under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,45000,45000,2019-04-15,2019-06-16
236242,Tender Notice_PDFs/RAJUK_Tender_236242.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 01A, 01B & 01C, 01D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,90000,90000,2019-04-15,2019-06-16
237820,Tender Notice_PDFs/RAJUK_Tender_237820.pdf,1,lots_legacy,1,Variable Refrigerant Flow -VRF- Air Conditioning System Supply and Installation for the Renovation Work of URP-RAJUK,PIU Office (Dhaka),190000,190000,2018-11-29,2019-02-28
247987,Tender Notice_PDFs/RAJUK_Tender_247987.pdf,2,lots_legacy,01,"Supply, Installation, Testing and Commissioning of 04 Nos 1350/1400 KG Passenger Lift for the Building No-12B & 12C under the Project of ""Construction of Residential Apartment Building for Low & Middle income Group of People at Sector-18 of Uttara Model Town (3rd Phase), Dhaka.""",Uttara Apartment Project,600000,600000,2019-01-01,2019-06-30
248286,Tender Notice_PDFs/RAJUK_Tender_248286.pdf,1,lots_legacy,01,"Supply, Installation ,Testing and Commissioning of 02 Nos 800 KVA, 11/0.415Kv, 50Hz Electric Sub- Station for the Building No-12B & 12C under the Project of "" Construction of Residential Apartment Building for Low & Middle income Group of People at Sector-18 of Uttara Model Town (3rd Phase), Dhaka.""",Uttara Apartment Project,500000,500000,2019-01-01,2019-03-31
248317,Tender Notice_PDFs/RAJUK_Tender_248317.pdf,1,lots_legacy,01,Supply Installation Testing and Commissioning of 02 Nos 250 KVA Generator for the Building No-12B & 12C under the Project of Construction of Residential Apartment Building for Low & Middle income Group of People at Sector-18 of Uttara Model Town 3rd Phase Dhaka.,Uttara Apartment Project,300000,300000,2019-01-01,2019-04-30
248616,Tender Notice_PDFs/RAJUK_Tender_248616.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 02A, 02B & 02C, 02D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,90000,90000,2019-04-15,2019-06-16
248617,Tender Notice_PDFs/RAJUK_Tender_248617.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 04A, 04B & 04C, 04D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,90000,90000,2019-04-15,2019-06-16
248618,Tender Notice_PDFs/RAJUK_Tender_248618.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 05A, 05B & 05C, 05D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,90000,90000,2019-04-15,2019-06-16
248619,Tender Notice_PDFs/RAJUK_Tender_248619.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 06A, 06B & 06C, 06D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,90000,90000,2019-04-15,2019-06-16
248621,Tender Notice_PDFs/RAJUK_Tender_248621.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 16A, 16B & 16C, 16D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,90000,90000,2019-04-15,2019-06-16
248622,Tender Notice_PDFs/RAJUK_Tender_248622.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 17A, 17B & 17C, 17D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,90000,90000,2019-04-15,2019-06-16
248623,Tender Notice_PDFs/RAJUK_Tender_248623.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 03A & 03B under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,45000,45000,2019-04-15,2019-06-16
248625,Tender Notice_PDFs/RAJUK_Tender_248625.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 13C &13D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,45000,45000,2019-04-15,2019-06-16
248630,Tender Notice_PDFs/RAJUK_Tender_248630.pdf,2,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 12B &12C under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,45000,45000,,
248631,Tender Notice_PDFs/RAJUK_Tender_248631.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 03C & 03D of Lot No-17 under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,45000,45000,2019-04-15,2019-06-16
248633,Tender Notice_PDFs/RAJUK_Tender_248633.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of Special type lightning Protection system (Earthing & Lightning & Surge Protection) for the Building No- 14A & 14B of Lot No-20 under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of People at Sector-18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,45000,45000,2019-04-15,2019-06-16
251214,Tender Notice_PDFs/RAJUK_Tender_251214.pdf,1,lots_legacy,1,"Construction of Boundary wall with corrugated Iron sheet and Angle for the proposed RAJUK Zonal office Building of the Director (Zone-8) at the plot no-2,3,4 and 5 in the Khanpur Commercial area of Narayanganj.",Khanpur Commercial area of Narayanganj,38000,38000,2019-01-01,2019-02-17
251218,Tender Notice_PDFs/RAJUK_Tender_251218.pdf,1,lots_legacy,1,"Renovation works (Office decoration, Aluminum partition, Painting and other works) in the office of the Director (Zone-6) at 2nd floor (North side) of RAJUK Main Building.",RAJUK Main Building,20000,20000,2019-01-01,2019-02-03
251224,Tender Notice_PDFs/RAJUK_Tender_251224.pdf,1,lots_legacy,1,"Construction of internal Road and surface drain at Sector no-09(part) & 10 (part) of Purbachal New Town Project (Package RDC-09, Lot-03).",Purbachal New Town Project,515000,515000,2019-05-01,2019-08-29
251227,Tender Notice_PDFs/RAJUK_Tender_251227.pdf,1,lots_legacy,1,"Road cutting and repair work of sector no-02, road no-201, 102, 210 & 304 for connection the electricity laying under ground cable line in DESCO at 132/33/11 KV Sub-Station at Purbachal New Town Project.",Purbachal New Town Project,350000,350000,2019-05-01,2019-08-29
260451,Tender Notice_PDFs/RAJUK_Tender_260451.pdf,1,lots_legacy,01,Yearly Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex.,Rajuk Bhaban,5000,5000,2019-03-03,2020-03-02
260513,Tender Notice_PDFs/RAJUK_Tender_260513.pdf,1,lots_legacy,01,"Shifting of Old CCTV Control System from Executive Engineer (Electrical-1) Room to 5th floor, Room No-510 at Rajuk Main Building.",Rajuk Bhaban,10000,10000,2019-03-03,2019-04-02
260788,Tender Notice_PDFs/RAJUK_Tender_260788.pdf,1,lots_legacy,1,3 (Three) Years Servicing & Maintenance of 2 (Two) Nos. L.G Lift (L.G Brand) at Rajuk Main Bhaban.,Rajuk Main Bhaban.,10000,10000,2019-03-03,2022-03-02
260843,Tender Notice_PDFs/RAJUK_Tender_260843.pdf,1,lots_legacy,01,3 Three Years Servicing & Maintenance of 2 Two Nos. L.G Lift L.G Brand at Rajuk Annex Bhaban.,Rajuk Annex Bhaban,11500,11500,2019-03-03,2022-03-02
276518,Tender Notice_PDFs/RAJUK_Tender_276518.pdf,1,lots_legacy,1,Purchase of different Printing items for official purpose of RAJUK.,RAJUK Main Building,75000,75000,2019-04-01,2019-04-30
286205,Tender Notice_PDFs/RAJUK_Tender_286205.pdf,1,lots_legacy,1,Repair work of Garage and staff shed at chairman banglow in Gulshan.,Gulshan-1,36000,36000,2019-04-15,2019-05-14
287329,Tender Notice_PDFs/RAJUK_Tender_287329.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 3C & 3D of Lot-17 under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ? �.",Uttara Apartment Project,50000,50000,2019-12-01,2020-01-15
287337,Tender Notice_PDFs/RAJUK_Tender_287337.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 14A & 14B of Lot-20 under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,50000,50000,2019-12-01,2020-01-15
287341,Tender Notice_PDFs/RAJUK_Tender_287341.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 17A, 17B & 17C, 17D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,100000,100000,2019-12-01,2020-01-15
287345,Tender Notice_PDFs/RAJUK_Tender_287345.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 3A & 3B under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,50000,50000,2019-12-01,2020-01-15
287350,Tender Notice_PDFs/RAJUK_Tender_287350.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 13A & 13B under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,50000,50000,2019-12-01,2020-01-15
287352,Tender Notice_PDFs/RAJUK_Tender_287352.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 13C & 13D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,50000,50000,2019-12-01,2020-01-15
287354,Tender Notice_PDFs/RAJUK_Tender_287354.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No:4A, 4B & 4C, 4D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ? �.",Uttara Apartment Project,100000,100000,2019-12-01,2020-01-15
287356,Tender Notice_PDFs/RAJUK_Tender_287356.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 5A, 5B & 5C, 5D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ? �.",Uttara Apartment Project,100000,100000,2019-12-01,2020-01-15
287357,Tender Notice_PDFs/RAJUK_Tender_287357.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 6A, 6B & 6C, 6D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ? �.",Uttara Apartment Project,100000,100000,2019-12-01,2020-01-15
287358,Tender Notice_PDFs/RAJUK_Tender_287358.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No: 16A, 16B & 16C, 16D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ?�.",Uttara Apartment Project,100000,100000,2019-12-01,2020-01-15
287360,Tender Notice_PDFs/RAJUK_Tender_287360.pdf,1,lots_legacy,1,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No:2A, 2B & 2C, 2D under the Project of â??Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town (3rd Phase) Dhakaâ? �.",Uttara Apartment Project,100000,100000,2019-12-01,2020-01-15
292111,Tender Notice_PDFs/RAJUK_Tender_292111.pdf,1,lots_legacy,1,"Construction of Remaining Internal Road and Surface Drain (Package No-RDC-08, Lot-03) at Sector No-08 of Purbachal New Town Project.",Purbachal New Town Project,6000000,6000000,2019-06-03,2020-06-03
293000,Tender Notice_PDFs/RAJUK_Tender_293000.pdf,1,lots_legacy,1,"Construction for remaining internal Road and Drain Construction work at Sector no-19 (Part) of Purbachal New Town Project (RDC-19, Lot-02).",Purbachal New Town Project,2500000,2500000,2019-06-03,2020-03-03
293004,Tender Notice_PDFs/RAJUK_Tender_293004.pdf,1,lots_legacy,1,"Construction for remaining internal Road and Drain Construction work at Sector no-18 (Part) of Purbachal New Town Project (RDC-18, Lot-02).",Purbachal New Town Project,1600000,1600000,2019-06-03,2019-12-03
293018,Tender Notice_PDFs/RAJUK_Tender_293018.pdf,1,lots_legacy,1,Construction of Remaining Internal Road and Surface Drain (Package No-RDC-10 Lot-03) at Sector No-10 of Purbachal New Town Project.,Purbachal New Town Project,750000,750000,2019-06-03,2019-11-03
294388,Tender Notice_PDFs/RAJUK_Tender_294388.pdf,1,lots_legacy,1,"Supply & Installation of PABX System at Gulshan Apartment Project ( Plot-32, Road-115, Phase-2).",Gulshan,12000,12000,2019-08-07,2019-09-05
294444,Tender Notice_PDFs/RAJUK_Tender_294444.pdf,1,lots_legacy,1,Supply & Installation of Digital Photo copier Machine for Admin & DAP Section at Rajuk.,Rajuk Bhaban,15000,15000,2019-08-07,2019-09-05
301503,Tender Notice_PDFs/RAJUK_Tender_301503.pdf,1,lots_legacy,1,Construction of RCC Drain at North side of Bangladesh China Friendship Exhibition center at Sector no-04 of Purbachal New Town Project.,Purbachal New Town Project,270000,270000,2019-06-03,2019-09-02
