"tender_id","agency","procuring_entity","package_description","record_type","bidder_name","bidder_name_normalised","bid_amount","responsive_status","qualified_status","technical_status","rejection_reason","rejected_requirement","beneficial_owner_name","ownership_percentage","owner_country","source_file","page_number","evidence_excerpt","note"
"1261854","GDA","Office of the Chief Engineer, Gazipur Development Authority","Supply of manpower through outsourcing for computing services and survey services under the project titled Road Construction Survey mentioned in DAP in the areas under the jurisdiction of Gazipur Development Authority.","DISCLOSED_BENEFICIAL_OWNER_OF_WINNER","BROTHER'S SECURITY & SUPPLY CHAIN","BROTHER S SECURITY SUPPLY CHAIN","","","","","","","MD. AL MAMUN","100.00","","Tender_1261854.pdf","1","Beneficial Ownership Information row: MD. AL MAMUN, 100.00%,","printed on the award notice under ITT 68.1 / Format e-PG3A-C"
"1261983","GDA","Planning Section, Gazipur Development Authority","Supply of manpower through outsourcing for computing services and survey services under the project titled ""Planned Housing (3 of more than 200 acres and 8 of 20 acres) in Gazipur district.""","AWARDED_BIDDER","BROTHER'S SECURITY & SUPPLY CHAIN","BROTHER S SECURITY SUPPLY CHAIN","732672.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1261983.pdf","1","Contract Value (Taka): 732672.00; Name of Supplier/Contractor/Consultant: BROTHER'S SECURITY & SUPPLY CHAIN","bid amount equals the awarded contract value as printed on the award notice"
"1261983","GDA","Planning Section, Gazipur Development Authority","Supply of manpower through outsourcing for computing services and survey services under the project titled ""Planned Housing (3 of more than 200 acres and 8 of 20 acres) in Gazipur district.""","DISCLOSED_BENEFICIAL_OWNER_OF_WINNER","BROTHER'S SECURITY & SUPPLY CHAIN","BROTHER S SECURITY SUPPLY CHAIN","","","","","","","MD. AL MAMUN","100.00","","Tender_1261983.pdf","1","Beneficial Ownership Information row: MD. AL MAMUN, 100.00%,","printed on the award notice under ITT 68.1 / Format e-PG3A-C"
"1262256","GDA","Office of the Member,Administration and Finance Department, Gazipur Development Authority","Supply of manpower through outsourcing for computing services and survey services under the project titled ""Low-income housing survey, survey, random selection research, feasibility study"" in Gazipur district","AWARDED_BIDDER","BROTHER'S SECURITY & SUPPLY CHAIN","BROTHER S SECURITY SUPPLY CHAIN","608232.25","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1262256.pdf","1","Contract Value (Taka): 608232.25; Name of Supplier/Contractor/Consultant: BROTHER'S SECURITY & SUPPLY CHAIN","bid amount equals the awarded contract value as printed on the award notice"
"1262256","GDA","Office of the Member,Administration and Finance Department, Gazipur Development Authority","Supply of manpower through outsourcing for computing services and survey services under the project titled ""Low-income housing survey, survey, random selection research, feasibility study"" in Gazipur district","DISCLOSED_BENEFICIAL_OWNER_OF_WINNER","BROTHER'S SECURITY & SUPPLY CHAIN","BROTHER S SECURITY SUPPLY CHAIN","","","","","","","MD. AL MAMUN","100.00","","Tender_1262256.pdf","1","Beneficial Ownership Information row: MD. AL MAMUN, 100.00%,","printed on the award notice under ITT 68.1 / Format e-PG3A-C"
"1009276","KDA","Office of the Assistant Programmer","Supply of Computer, Projector, Printer, UPS and other accessories at KDA","AWARDED_BIDDER","M.A. COMPUTER","M A COMPUTER","591311.13","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1009276.pdf","1","Contract Value (Taka): 591311.13; Name of Supplier/Contractor/Consultant: M.A. COMPUTER","bid amount equals the awarded contract value as printed on the award notice"
"1010247","KDA","Office of Exen (Maintenance)","Supply of file racks for different section of KDA.","AWARDED_BIDDER","NURJAHAN ENTERPRISE","NURJAHAN ENTERPRISE","1111999.96","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1010247.pdf","1","Contract Value (Taka): 1111999.96; Name of Supplier/Contractor/Consultant: NURJAHAN ENTERPRISE","bid amount equals the awarded contract value as printed on the award notice"
"1013009","KDA","Office of Exen (Maintenance)","Supply, fitting and fixing of work station at different section of KDA","AWARDED_BIDDER","M/S. ROKEYA TRADERS","ROKEYA TRADERS","1220698.96","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1013009.pdf","1","Contract Value (Taka): 1220698.96; Name of Supplier/Contractor/Consultant: M/S. ROKEYA TRADERS","bid amount equals the awarded contract value as printed on the award notice"
"1013009","KDA","Office of Exen (Maintenance)","Supply, fitting and fixing of work station at different section of KDA","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1013009.pdf","1","Received: 6; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"1037582","KDA","Office of the Project Director (KDA Bus Terminal)","Installation of Toll station machine and electrification works at KDA Bus Terminal","AWARDED_BIDDER","S.A Enterprise","S A ENTERPRISE","4699837.51","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1037582.pdf","1","Contract Value (Taka): 4699837.51; Name of Supplier/Contractor/Consultant: S.A Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"1072723","KDA","Office of the Assistant Programmer","Supply of Laptop, Desktop Computer, Projector, Printer, Scanner and other accessories at KDA","AWARDED_BIDDER","Intimacy Computer & Solutions","INTIMACY COMPUTER SOLUTIONS","2323957.30","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1072723.pdf","1","Contract Value (Taka): 2323957.30; Name of Supplier/Contractor/Consultant: Intimacy Computer & Solutions","bid amount equals the awarded contract value as printed on the award notice"
"1076521","KDA","Office of Exen (Maintenance)","Supplying of a brand new latest model sedan car maximum 1600cc at KDA","AWARDED_BIDDER","Rangs Limited","RANGS LTD","4495000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1076521.pdf","1","Contract Value (Taka): 4495000.00; Name of Supplier/Contractor/Consultant: Rangs Limited","bid amount equals the awarded contract value as printed on the award notice"
"1076521","KDA","Office of Exen (Maintenance)","Supplying of a brand new latest model sedan car maximum 1600cc at KDA","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1076521.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"124055","KDA","Office of the Project Director (KDA Rest House Project-Khulna)","Construction of KDA Rest House at Khulna","AWARDED_BIDDER","MSE-KCL (JV)","E KCL","52530500.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_124055.pdf","1","Contract Value (Taka): 52530500.00; Name of Supplier/Contractor/Consultant: MSE-KCL (JV) ( JVCA Partners [Business Share]: M/S. SUMA ENGINEERS [0.000%] , Kabico Limited [0.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"124055","KDA","Office of the Project Director (KDA Rest House Project-Khulna)","Construction of KDA Rest House at Khulna","JV_PARTNER_OF_WINNER","M/S. SUMA ENGINEERS","SUMA ENGINEERS","","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","NOT_PUBLISHED_PRINTED_AS_0.000","","Tender_124055.pdf","1","JVCA Partners [Business Share]: M/S. SUMA ENGINEERS [0.000%]","the portal printed a 0.000% share, so no value is attributed"
"124055","KDA","Office of the Project Director (KDA Rest House Project-Khulna)","Construction of KDA Rest House at Khulna","JV_PARTNER_OF_WINNER","Kabico Limited","KABICO LTD","","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","NOT_PUBLISHED_PRINTED_AS_0.000","","Tender_124055.pdf","1","JVCA Partners [Business Share]: Kabico Limited [0.000%]","the portal printed a 0.000% share, so no value is attributed"
"124055","KDA","Office of the Project Director (KDA Rest House Project-Khulna)","Construction of KDA Rest House at Khulna","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_124055.pdf","1","Received: 3; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"149365","KDA","Office of Chief Engineer","Land Development Of Ahanabad Residential Area under KDA Khulna during the year 2017-2018.","AWARDED_BIDDER","Toma Construction & Co. Limited","TOMA CONSTRUCTION CO LTD","222729274.80","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_149365.pdf","1","Contract Value (Taka): 222729274.80; Name of Supplier/Contractor/Consultant: Toma Construction & Co. Limited","bid amount equals the awarded contract value as printed on the award notice"
"149365","KDA","Office of Chief Engineer","Land Development Of Ahanabad Residential Area under KDA Khulna during the year 2017-2018.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_149365.pdf","1","Received: 6; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"179865","KDA","Office of the Assistant Programmer","Procurement of Employee Information System Software Development at KDA","AWARDED_BIDDER","Crescent Computers Ltd.","CRESCENT COMPUTERS LTD","900000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_179865.pdf","1","Contract Value (Taka): 900000.00; Name of Supplier/Contractor/Consultant: Crescent Computers Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"179865","KDA","Office of the Assistant Programmer","Procurement of Employee Information System Software Development at KDA","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_179865.pdf","1","Received: 6; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"262818","KDA","Office of the Assistant Programmer","Installation & Supply Accessories for Server Room at KDA","AWARDED_BIDDER","M.A. COMPUTER","M A COMPUTER","1154500.05","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_262818.pdf","1","Contract Value (Taka): 1154500.05; Name of Supplier/Contractor/Consultant: M.A. COMPUTER","bid amount equals the awarded contract value as printed on the award notice"
"276885","KDA","Office of the Assistant Programmer","Supply of CPUUPSPrinterScannerSpeaker and other computer accessories","AWARDED_BIDDER","STRATEGIC BD LEAD CORPORATION","STRATEGIC BD LEAD CORPORATION","974300.15","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_276885.pdf","1","Contract Value (Taka): 974300.15; Name of Supplier/Contractor/Consultant: STRATEGIC BD LEAD CORPORATION","bid amount equals the awarded contract value as printed on the award notice"
"277364","KDA","Office of Chief Engineer","Plantation Park Facility & Play ground development at Ahsanabad Residential Area.","AWARDED_BIDDER","M/S. Khandaker Shahin Ahmed","KHANDAKER SHAHIN AHMED","6791000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_277364.pdf","1","Contract Value (Taka): 6791000.00; Name of Supplier/Contractor/Consultant: M/S. Khandaker Shahin Ahmed","bid amount equals the awarded contract value as printed on the award notice"
"277365","KDA","Office of Chief Engineer","Construction of Internal Road at Ahsanabad residential area.","AWARDED_BIDDER","Mohammed Eunus & Brothers (Pvt.) Ltd.","MOHAMMED EUNUS BROTHERS LTD","188206438.14","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_277365.pdf","1","Contract Value (Taka): 188206438.14; Name of Supplier/Contractor/Consultant: Mohammed Eunus & Brothers (Pvt.) Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"277368","KDA","Office of Chief Engineer","Water Supply works at Ahsanabad residential area.","AWARDED_BIDDER","M/S. Monir Traders","MONIR TRADERS","43031474.05","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_277368.pdf","1","Contract Value (Taka): 43031474.05; Name of Supplier/Contractor/Consultant: M/S. Monir Traders","bid amount equals the awarded contract value as printed on the award notice"
"277369","KDA","Office of Chief Engineer","Supplying and Installation of Electrification works at Ahsanabad residential area.","AWARDED_BIDDER","M/S. MRM International","MRM INTERNATIONAL","44046499.95","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_277369.pdf","1","Contract Value (Taka): 44046499.95; Name of Supplier/Contractor/Consultant: M/S. MRM International","bid amount equals the awarded contract value as printed on the award notice"
"277369","KDA","Office of Chief Engineer","Supplying and Installation of Electrification works at Ahsanabad residential area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_277369.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"302667","KDA","Office of Planning Officer","Supplying of Total Station & others Accessories at KDA Office.","AWARDED_BIDDER","ENTECH INSTRUMENTS LTD","ENTECH INSTRUMENTS LTD","786000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_302667.pdf","1","Contract Value (Taka): 786000.00; Name of Supplier/Contractor/Consultant: ENTECH INSTRUMENTS LTD","bid amount equals the awarded contract value as printed on the award notice"
"317182","KDA","Office of Planning Officer","Construction of 3 Three Link Roads Connecting Satkhira Road and City Bypass Road.","AWARDED_BIDDER","Shell Corporation","SHELL CORPORATION","12900000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_317182.pdf","1","Contract Value (Taka): 12900000.00; Name of Supplier/Contractor/Consultant: Shell Corporation","bid amount equals the awarded contract value as printed on the award notice"
"317182","KDA","Office of Planning Officer","Construction of 3 Three Link Roads Connecting Satkhira Road and City Bypass Road.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_317182.pdf","1","Received: 4; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"317767","KDA","Office of Planning Officer","Purchase of 1one no Double Cabin Pick-up with Carry-boy Disel Engine including Registation and MV Tax for Construction of 3ThreeLink Roads Connecting Satkhira Road and City By-Pass Road project.","AWARDED_BIDDER","Rangs Limited","RANGS LTD","4900000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_317767.pdf","1","Contract Value (Taka): 4900000.00; Name of Supplier/Contractor/Consultant: Rangs Limited","bid amount equals the awarded contract value as printed on the award notice"
"366041","KDA","Office of Chief Engineer","Construction of Bridge & Culvert at Ahsanabad residential area.","AWARDED_BIDDER","Toma Construction & Co. Limited","TOMA CONSTRUCTION CO LTD","165756363.99","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_366041.pdf","1","Contract Value (Taka): 165756363.99; Name of Supplier/Contractor/Consultant: Toma Construction & Co. Limited","bid amount equals the awarded contract value as printed on the award notice"
"366041","KDA","Office of Chief Engineer","Construction of Bridge & Culvert at Ahsanabad residential area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_366041.pdf","1","Received: 4; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"366087","KDA","Office of Chief Engineer","Construction of Drain at Ahsanabad residential area.","AWARDED_BIDDER","M. M. Builders & Engineers Ltd.","M M BUILDERS ENGINEERS LTD","125264837.70","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_366087.pdf","1","Contract Value (Taka): 125264837.70; Name of Supplier/Contractor/Consultant: M. M. Builders & Engineers Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"366087","KDA","Office of Chief Engineer","Construction of Drain at Ahsanabad residential area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_366087.pdf","1","Received: 7; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"448675","KDA","Office of the Assistant Programmer","Supply of Computer Laptop and Computer Accessories","AWARDED_BIDDER","MHR ENGINEERING","MHR ENGINEERING","1355352.03","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_448675.pdf","1","Contract Value (Taka): 1355352.03; Name of Supplier/Contractor/Consultant: MHR ENGINEERING","bid amount equals the awarded contract value as printed on the award notice"
"459665","KDA","Office of the Executive Engineer (Works)","Supplying & Installation of 10 person capacity Passenger Lift for kda Rest house","AWARDED_BIDDER","MAAN BANGLADESH LTD.","MAAN BANGLADESH LTD","3102817.50","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_459665.pdf","1","Contract Value (Taka): 3102817.50; Name of Supplier/Contractor/Consultant: MAAN BANGLADESH LTD.","bid amount equals the awarded contract value as printed on the award notice"
"459665","KDA","Office of the Executive Engineer (Works)","Supplying & Installation of 10 person capacity Passenger Lift for kda Rest house","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_459665.pdf","1","Received: 3; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"561734","KDA","Office of the Assistant Programmer","Supply of Plotter machine at KDA","AWARDED_BIDDER","Flora Limited","FLORA LTD","438000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_561734.pdf","1","Contract Value (Taka): 438000.00; Name of Supplier/Contractor/Consultant: Flora Limited","bid amount equals the awarded contract value as printed on the award notice"
"581310","KDA","Office of Exen (works)","Widening and Improvement of Khulna Shipyard Road.","AWARDED_BIDDER","Ataur Rahman Khan Ltd & Mahabub Brothers (Pvt) Ltd JV","ATAUR RAHMAN KHAN LTD MAHABUB BROTHERS LTD JV","1434577898.25","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_581310.pdf","1","Contract Value (Taka): 1434577898.25; Name of Supplier/Contractor/Consultant: Ataur Rahman Khan Ltd & Mahabub Brothers (Pvt) Ltd JV ( JVCA Partners [Business Share]: MAHABUB BROTHERS(PVT)LIMITED [49.000%] , Ataur Rahman Khan Ltd. [51.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"581310","KDA","Office of Exen (works)","Widening and Improvement of Khulna Shipyard Road.","JV_PARTNER_OF_WINNER","MAHABUB BROTHERS(PVT)LIMITED","MAHABUB BROTHERS LTD","702943170.14","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","49.000","","Tender_581310.pdf","1","JVCA Partners [Business Share]: MAHABUB BROTHERS(PVT)LIMITED [49.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"581310","KDA","Office of Exen (works)","Widening and Improvement of Khulna Shipyard Road.","JV_PARTNER_OF_WINNER","Ataur Rahman Khan Ltd.","ATAUR RAHMAN KHAN LTD","731634728.11","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","51.000","","Tender_581310.pdf","1","JVCA Partners [Business Share]: Ataur Rahman Khan Ltd. [51.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"581310","KDA","Office of Exen (works)","Widening and Improvement of Khulna Shipyard Road.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_581310.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"688763","KDA","Office of Exen (Maintenance)","Supply of 2000 cc Latest Model Jeep Petrol Engine at kda.","AWARDED_BIDDER","Rangs Limited","RANGS LTD","5685000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_688763.pdf","1","Contract Value (Taka): 5685000.00; Name of Supplier/Contractor/Consultant: Rangs Limited","bid amount equals the awarded contract value as printed on the award notice"
"688794","KDA","Office of Exen (Maintenance)","Supply of 2500 cc Latest Model Double Cabin Pickup Diesel Engine at Kda.","AWARDED_BIDDER","Rangs Limited","RANGS LTD","4899000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_688794.pdf","1","Contract Value (Taka): 4899000.00; Name of Supplier/Contractor/Consultant: Rangs Limited","bid amount equals the awarded contract value as printed on the award notice"
"695670","KDA","Office of Planning Officer","Supplying of ArcGIS Software.","AWARDED_BIDDER","YSP TECHNOLOGY","YSP TECHNOLOGY","2598500.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_695670.pdf","1","Contract Value (Taka): 2598500.00; Name of Supplier/Contractor/Consultant: YSP TECHNOLOGY","bid amount equals the awarded contract value as printed on the award notice"
"699961","KDA","Office of the Assistant Programmer","Supply of Laptop, Desktop Computer, Printer, Scanner & Other accessories at KDA","AWARDED_BIDDER","M/s B. D. & CO","B D CO","2142865.12","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_699961.pdf","1","Contract Value (Taka): 2142865.12; Name of Supplier/Contractor/Consultant: M/s B. D. & CO","bid amount equals the awarded contract value as printed on the award notice"
"728690","KDA","Office of Exen (Maintenance)","Retrofitting work of KDA office building (Part-A)","AWARDED_BIDDER","Add construction solution","ADD CONSTRUCTION SOLUTION","1582766.15","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_728690.pdf","1","Contract Value (Taka): 1582766.15; Name of Supplier/Contractor/Consultant: Add construction solution","bid amount equals the awarded contract value as printed on the award notice"
"728691","KDA","Office of Exen (Maintenance)","Retrofitting work of KDA office building (Part-B)","AWARDED_BIDDER","Add construction solution","ADD CONSTRUCTION SOLUTION","1434449.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_728691.pdf","1","Contract Value (Taka): 1434449.00; Name of Supplier/Contractor/Consultant: Add construction solution","bid amount equals the awarded contract value as printed on the award notice"
"728692","KDA","Office of Exen (Maintenance)","Retrofitting work of KDA office building (Part-C)","AWARDED_BIDDER","Add construction solution","ADD CONSTRUCTION SOLUTION","1421549.01","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_728692.pdf","1","Contract Value (Taka): 1421549.01; Name of Supplier/Contractor/Consultant: Add construction solution","bid amount equals the awarded contract value as printed on the award notice"
"783087","KDA","Office of the Project Director (KDA Bipone Bitan)","Construction of Bipone Bitan besides KDA New Market","AWARDED_BIDDER","MAHABUB BROTHERS(PVT)LIMITED","MAHABUB BROTHERS LTD","965147418.58","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_783087.pdf","1","Contract Value (Taka): 965147418.58; Name of Supplier/Contractor/Consultant: MAHABUB BROTHERS(PVT)LIMITED","bid amount equals the awarded contract value as printed on the award notice"
"783087","KDA","Office of the Project Director (KDA Bipone Bitan)","Construction of Bipone Bitan besides KDA New Market","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_783087.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"867256","KDA","Office of the Project Director (KDA Bus Terminal)","Development work of KDA Inter District Bus Terminal.","AWARDED_BIDDER","M/S RAFID TRADERS","RAFID TRADERS","107298313.66","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_867256.pdf","1","Contract Value (Taka): 107298313.66; Name of Supplier/Contractor/Consultant: M/S RAFID TRADERS","bid amount equals the awarded contract value as printed on the award notice"
"867256","KDA","Office of the Project Director (KDA Bus Terminal)","Development work of KDA Inter District Bus Terminal.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_867256.pdf","1","Received: 7; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"868640","KDA","Office of the Project Director (3Link Road)","Construction of Overpass Bridge at Nirala to City Bypass Link Road","AWARDED_BIDDER","DIENCO LIMITED","DIENCO LTD","604963771.95","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_868640.pdf","1","Contract Value (Taka): 604963771.95; Name of Supplier/Contractor/Consultant: DIENCO LIMITED","bid amount equals the awarded contract value as printed on the award notice"
"941420","KDA","Office of the Project Director (3Link Road)","Construction of 2.50 km long (4 lane ) link road from Nirala to City Bypass Road (including Road works, Culvert, Retaining Wall, Divider, Electrification, Protection works, Plantation etc)","AWARDED_BIDDER","DIENCO-MIR AKHTER JV","DIENCO MIR AKHTER JV","806242304.97","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_941420.pdf","1","Contract Value (Taka): 806242304.97; Name of Supplier/Contractor/Consultant: DIENCO-MIR AKHTER JV ( JVCA Partners [Business Share]: DIENCO LIMITED [50.000%] , MIR AKHTER HOSSAIN LIMITED [50.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"941420","KDA","Office of the Project Director (3Link Road)","Construction of 2.50 km long (4 lane ) link road from Nirala to City Bypass Road (including Road works, Culvert, Retaining Wall, Divider, Electrification, Protection works, Plantation etc)","JV_PARTNER_OF_WINNER","DIENCO LIMITED","DIENCO LTD","403121152.49","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","50.000","","Tender_941420.pdf","1","JVCA Partners [Business Share]: DIENCO LIMITED [50.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"941420","KDA","Office of the Project Director (3Link Road)","Construction of 2.50 km long (4 lane ) link road from Nirala to City Bypass Road (including Road works, Culvert, Retaining Wall, Divider, Electrification, Protection works, Plantation etc)","JV_PARTNER_OF_WINNER","MIR AKHTER HOSSAIN LIMITED","MIR AKHTER HOSSAIN LTD","403121152.49","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","50.000","","Tender_941420.pdf","1","JVCA Partners [Business Share]: MIR AKHTER HOSSAIN LIMITED [50.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"975516","KDA","Office of the Project Director (3Link Road)","Construction of 4.90 km long (2 lane ) link road from Khulna Satkhira Road (Khulna University Hall Road) to Rayermohol Road (including Road works, Culvert, Retaining Wall, Electrification, Protection works, Plantation etc).","AWARDED_BIDDER","IH-RSE-SHJ (JV)","IH RSE SHJ","623250056.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_975516.pdf","1","Contract Value (Taka): 623250056.00; Name of Supplier/Contractor/Consultant: IH-RSE-SHJ (JV) ( JVCA Partners [Business Share]: M/S Saiful Hasan Joarder [25.000%] , M/S R. S. Enterprise [35.000%] , M/S ISMAIL HOSSAIN [40.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"975516","KDA","Office of the Project Director (3Link Road)","Construction of 4.90 km long (2 lane ) link road from Khulna Satkhira Road (Khulna University Hall Road) to Rayermohol Road (including Road works, Culvert, Retaining Wall, Electrification, Protection works, Plantation etc).","JV_PARTNER_OF_WINNER","M/S Saiful Hasan Joarder","SAIFUL HASAN JOARDER","155812514.00","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","25.000","","Tender_975516.pdf","1","JVCA Partners [Business Share]: M/S Saiful Hasan Joarder [25.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"975516","KDA","Office of the Project Director (3Link Road)","Construction of 4.90 km long (2 lane ) link road from Khulna Satkhira Road (Khulna University Hall Road) to Rayermohol Road (including Road works, Culvert, Retaining Wall, Electrification, Protection works, Plantation etc).","JV_PARTNER_OF_WINNER","M/S R. S. Enterprise","R S ENTERPRISE","218137519.60","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","35.000","","Tender_975516.pdf","1","JVCA Partners [Business Share]: M/S R. S. Enterprise [35.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"975516","KDA","Office of the Project Director (3Link Road)","Construction of 4.90 km long (2 lane ) link road from Khulna Satkhira Road (Khulna University Hall Road) to Rayermohol Road (including Road works, Culvert, Retaining Wall, Electrification, Protection works, Plantation etc).","JV_PARTNER_OF_WINNER","M/S ISMAIL HOSSAIN","ISMAIL HOSSAIN","249300022.40","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","40.000","","Tender_975516.pdf","1","JVCA Partners [Business Share]: M/S ISMAIL HOSSAIN [40.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
